MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20201229,Midwest,"279,606.61","219,258.69","61,671.11","11,279.32","2,268.27",0.00,2020-12-29,2021-01-04,1
20201229,Northeast,"157,605.43","45,489.76","7,378.01",0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201229,South,"167,690.03","357,285.27","241,352.08","138,868.38","80,799.17","34,544.07",2020-12-29,2021-01-04,1
20201229,Southeast,"255,409.72","34,931.88",113.87,0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201229,West,"673,960.50","1,101,105.70","933,922.08","773,794.97","551,591.76","262,914.39",2020-12-29,2021-01-04,1
20201222,High Plains,"19,469.46","489,895.57","418,301.67","256,499.72","137,969.48","29,090.54",2020-12-22,2020-12-28,1
20201222,Midwest,"290,070.99","208,794.31","57,649.69","11,279.32","2,268.27",0.00,2020-12-22,2020-12-28,1
20201222,Northeast,"122,513.80","80,581.39","34,274.87",0.00,0.00,0.00,2020-12-22,2020-12-28,1
20201222,South,"184,785.79","340,189.51","241,537.69","138,364.35","79,253.92","34,544.07",2020-12-22,2020-12-28,1
20201222,Southeast,"244,455.47","45,886.12",113.87,0.00,0.00,0.00,2020-12-22,2020-12-28,1
20201222,West,"673,989.03","1,101,077.17","930,229.75","773,794.97","553,224.37","262,914.39",2020-12-22,2020-12-28,1
20201215,High Plains,"19,469.46","489,895.57","418,301.67","256,499.72","137,969.48","29,090.54",2020-12-15,2020-12-21,1
20201215,Midwest,"301,739.51","197,125.79","57,649.69","11,279.32","2,268.27",0.00,2020-12-15,2020-12-21,1
20201215,Northeast,"122,513.80","80,581.39","34,274.87",894.87,0.00,0.00,2020-12-15,2020-12-21,1
20201215,South,"179,194.63","345,780.68","233,460.28","134,272.37","73,630.88","34,544.07",2020-12-15,2020-12-21,1
20201215,Southeast,"241,009.66","49,331.94",0.00,0.00,0.00,0.00,2020-12-15,2020-12-21,1
20201215,West,"658,304.79","1,116,761.41","930,754.18","774,207.97","553,389.41","262,914.39",2020-12-15,2020-12-21,1
20201208,High Plains,"15,986.36","493,378.67","418,840.31","258,561.59","137,969.48","29,090.54",2020-12-08,2020-12-14,1
20201208,Midwest,"306,478.58","192,386.72","46,935.38","11,279.32","2,268.27",0.00,2020-12-08,2020-12-14,1
20201208,Northeast,"110,134.07","92,961.12","29,958.78",894.87,0.00,0.00,2020-12-08,2020-12-14,1
20201208,South,"163,654.35","361,320.95","239,143.92","125,235.44","67,733.22","34,544.07",2020-12-08,2020-12-14,1
20201208,Southeast,"256,318.88","34,022.71",0.00,0.00,0.00,0.00,2020-12-08,2020-12-14,1
20201208,West,"656,408.10","1,118,658.09","932,805.97","763,758.70","531,287.14","263,097.66",2020-12-08,2020-12-14,1
20201201,High Plains,"16,267.82","493,097.21","411,098.52","253,592.09","136,422.26","28,166.87",2020-12-01,2020-12-07,1
20201201,Midwest,"318,202.69","180,662.61","45,123.25","11,084.02","2,268.27",0.00,2020-12-01,2020-12-07,1
20201201,Northeast,"93,243.86","109,851.33","42,789.81","3,504.80",866.43,0.00,2020-12-01,2020-12-07,1
20201201,South,"174,453.91","350,521.40","239,302.55","120,957.37","65,895.22","34,544.07",2020-12-01,2020-12-07,1
20201201,Southeast,"259,689.52","30,652.07",0.00,0.00,0.00,0.00,2020-12-01,2020-12-07,1
20201201,West,"664,201.72","1,110,864.48","897,597.12","723,045.25","530,029.47","262,173.99",2020-12-01,2020-12-07,1
20201124,High Plains,"20,620.34","488,744.69","388,187.67","252,994.47","131,114.95","28,697.90",2020-11-24,2020-11-30,1
20201124,Midwest,"337,119.34","161,745.96","47,432.11","11,089.54","2,268.27",0.00,2020-11-24,2020-11-30,1
20201124,Northeast,"88,955.94","114,139.25","67,824.55","8,207.28","1,521.65",0.00,2020-11-24,2020-11-30,1
20201124,South,"158,830.30","366,145.00","251,505.62","121,413.00","58,149.88","25,294.41",2020-11-24,2020-11-30,1
20201124,Southeast,"250,586.73","39,754.86",0.00,0.00,0.00,0.00,2020-11-24,2020-11-30,1
20201124,West,"651,107.52","1,123,958.68","898,567.16","722,902.07","523,139.92","231,085.36",2020-11-24,2020-11-30,1
20201117,High Plains,"20,285.30","489,079.73","380,750.04","241,724.19","115,035.98","28,697.90",2020-11-17,2020-11-23,1
20201117,Midwest,"331,341.41","167,523.89","47,025.34","11,084.02","2,268.27",0.00,2020-11-17,2020-11-23,1
20201117,Northeast,"82,506.37","120,588.82","69,103.96","9,150.98","1,521.65",0.00,2020-11-17,2020-11-23,1
20201117,South,"210,474.32","314,500.98","216,191.36","110,894.82","55,375.84","24,138.66",2020-11-17,2020-11-23,1
20201117,Southeast,"277,420.47","12,921.13",0.00,0.00,0.00,0.00,2020-11-17,2020-11-23,1
20201117,West,"667,974.05","1,107,092.14","902,568.96","708,077.87","494,574.17","145,874.77",2020-11-17,2020-11-23,1
20201110,High Plains,"22,823.28","486,541.75","369,313.63","238,519.40","114,455.13","26,015.78",2020-11-10,2020-11-16,1
20201110,Midwest,"312,281.96","186,583.34","55,222.51","11,932.02","2,375.38",0.00,2020-11-10,2020-11-16,1
20201110,Northeast,"78,350.08","124,745.11","76,108.13","12,626.96","1,194.27",0.00,2020-11-10,2020-11-16,1
20201110,South,"267,619.64","257,355.66","158,197.19","84,947.95","52,267.17","22,821.74",2020-11-10,2020-11-16,1
20201110,Southeast,"279,540.28","10,801.31",0.00,0.00,0.00,0.00,2020-11-10,2020-11-16,1
20201110,West,"633,205.64","1,141,860.56","921,692.53","712,548.83","497,693.08","99,254.51",2020-11-10,2020-11-16,1
20201103,High Plains,"22,858.87","486,506.16","368,320.80","239,224.56","114,741.13","25,747.43",2020-11-03,2020-11-09,1
20201103,Midwest,"329,984.60","168,880.70","51,288.14","17,974.83","2,375.38",0.00,2020-11-03,2020-11-09,1
20201103,Northeast,"78,897.61","124,197.58","75,379.14","12,626.96","1,194.27",0.00,2020-11-03,2020-11-09,1
20201103,South,"324,933.76","200,041.55","128,131.26","69,906.61","36,912.51","10,419.37",2020-11-03,2020-11-09,1
20201103,Southeast,"279,790.45","10,551.14",0.00,0.00,0.00,0.00,2020-11-03,2020-11-09,1
20201103,West,"619,737.76","1,155,328.43","932,974.91","684,843.99","481,394.81","75,340.75",2020-11-03,2020-11-09,1
20201027,High Plains,"8,883.84","500,481.19","363,006.07","241,138.75","116,649.65","22,721.27",2020-10-27,2020-11-02,1
20201027,Midwest,"319,564.34","179,300.96","59,165.20","20,134.21","2,375.38",0.00,2020-10-27,2020-11-02,1
20201027,Northeast,"58,753.15","144,342.04","95,778.85","22,151.26","4,042.42",0.00,2020-10-27,2020-11-02,1
20201027,South,"316,033.69","208,941.61","136,861.84","85,871.14","40,760.86","12,509.39",2020-10-27,2020-11-02,1
20201027,Southeast,"277,385.87","12,955.73",0.00,0.00,0.00,0.00,2020-10-27,2020-11-02,1
20201027,West,"607,609.32","1,167,456.88","930,213.61","687,458.47","482,511.20","72,347.51",2020-10-27,2020-11-02,1
20201020,High Plains,"8,913.53","500,451.50","367,701.28","229,713.23","120,393.35","22,721.27",2020-10-20,2020-10-26,1
20201020,Midwest,"267,332.02","231,533.28","77,648.92","26,062.01","4,668.23",0.00,2020-10-20,2020-10-26,1
20201020,Northeast,"59,394.79","143,700.40","101,626.56","21,658.17","4,042.42",0.00,2020-10-20,2020-10-26,1
20201020,South,"330,500.57","194,474.73","133,778.08","80,356.88","40,824.73","12,509.39",2020-10-20,2020-10-26,1
20201020,Southeast,"281,535.39","8,806.21",0.00,0.00,0.00,0.00,2020-10-20,2020-10-26,1
20201020,West,"581,270.96","1,193,795.24","934,335.07","689,690.02","485,243.80","72,347.51",2020-10-20,2020-10-26,1
20201013,High Plains,"8,913.53","500,451.50","343,295.09","221,282.85","98,847.31","17,408.52",2020-10-13,2020-10-19,1
20201013,Midwest,"271,133.09","227,732.21","84,207.09","24,444.42","3,793.51",0.00,2020-10-13,2020-10-19,1
20201013,Northeast,"66,561.50","136,533.69","100,176.62","49,856.92","11,816.83",0.00,2020-10-13,2020-10-19,1
20201013,South,"350,834.97","174,140.33","119,868.06","73,770.42","38,027.25","8,731.79",2020-10-13,2020-10-19,1
20201013,Southeast,"285,637.68","4,703.91",0.00,0.00,0.00,0.00,2020-10-13,2020-10-19,1
20201013,West,"580,126.75","1,194,939.44","958,251.88","689,116.30","441,788.66","53,392.82",2020-10-13,2020-10-19,1
20201006,High Plains,"32,781.07","476,583.96","330,444.14","208,658.57","92,971.85","17,408.52",2020-10-06,2020-10-12,1
20201006,Midwest,"283,359.23","215,506.07","66,511.95","24,393.88","3,924.34",0.00,2020-10-06,2020-10-12,1
20201006,Northeast,"66,561.50","136,533.69","100,176.62","55,315.40","11,816.83",0.00,2020-10-06,2020-10-12,1
20201006,South,"360,768.92","164,206.38","104,401.28","68,125.40","36,729.93","8,731.79",2020-10-06,2020-10-12,1
20201006,Southeast,"284,507.82","5,833.77",0.00,0.00,0.00,0.00,2020-10-06,2020-10-12,1
20201006,West,"593,500.92","1,181,565.27","926,496.00","667,745.71","417,632.80","53,392.82",2020-10-06,2020-10-12,1
20200929,High Plains,"34,259.63","475,105.41","316,355.57","186,224.47","82,323.47","2,748.46",2020-09-29,2020-10-05,1
20200929,Midwest,"290,284.91","208,580.39","55,305.43","15,040.45",0.00,0.00,2020-09-29,2020-10-05,1
20200929,Northeast,"60,603.19","142,492.00","92,030.10","53,339.56","7,904.10",0.00,2020-09-29,2020-10-05,1
20200929,South,"377,072.41","147,902.89","97,451.95","63,818.09","32,940.76","8,731.79",2020-09-29,2020-10-05,1
20200929,Southeast,"287,350.47","2,991.12",0.00,0.00,0.00,0.00,2020-09-29,2020-10-05,1
20200929,West,"555,323.35","1,219,742.85","909,423.81","647,893.25","392,869.76","27,398.86",2020-09-29,2020-10-05,1
20200922,High Plains,"96,909.09","412,455.94","275,694.15","175,410.35","76,678.09",398.78,2020-09-22,2020-09-28,1
20200922,Midwest,"332,456.33","166,408.97","50,691.93","14,546.67",0.00,0.00,2020-09-22,2020-09-28,1
20200922,Northeast,"85,566.21","117,528.97","74,478.31","44,497.85","5,481.71",0.00,2020-09-22,2020-09-28,1
20200922,South,"362,826.30","162,149.00","98,247.03","57,644.94","26,882.02","2,056.65",2020-09-22,2020-09-28,1
20200922,Southeast,"284,430.46","5,911.13",0.00,0.00,0.00,0.00,2020-09-22,2020-09-28,1
20200922,West,"501,616.40","1,273,449.79","883,537.77","627,812.55","346,578.14","15,358.47",2020-09-22,2020-09-28,1
20200915,High Plains,"124,912.49","384,452.54","266,994.23","167,849.51","71,977.85",398.78,2020-09-15,2020-09-21,1
20200915,Midwest,"341,228.68","157,636.62","47,532.48","13,970.15",0.00,0.00,2020-09-15,2020-09-21,1
20200915,Northeast,"94,709.57","108,385.62","69,806.26","31,012.86","2,665.92",0.00,2020-09-15,2020-09-21,1
20200915,South,"349,374.97","175,600.34","104,177.93","64,890.31","26,882.02","2,056.65",2020-09-15,2020-09-21,1
20200915,Southeast,"270,524.02","19,817.57",0.00,0.00,0.00,0.00,2020-09-15,2020-09-21,1
20200915,West,"517,500.50","1,257,565.70","866,519.36","617,726.67","316,528.36","10,747.55",2020-09-15,2020-09-21,1
20200908,High Plains,"115,348.98","394,016.05","269,581.91","169,571.31","79,803.70",398.78,2020-09-08,2020-09-14,1
20200908,Midwest,"329,375.00","169,490.30","69,737.05","22,472.79","8,268.41",0.00,2020-09-08,2020-09-14,1
20200908,Northeast,"97,195.42","105,899.77","64,927.66","20,289.86",0.00,0.00,2020-09-08,2020-09-14,1
20200908,South,"329,200.52","195,774.78","122,806.06","76,887.41","37,878.80","1,960.47",2020-09-08,2020-09-14,1
20200908,Southeast,"269,630.09","20,711.50",0.00,0.00,0.00,0.00,2020-09-08,2020-09-14,1
20200908,West,"559,783.37","1,215,282.83","824,754.53","610,605.79","303,745.86","2,948.99",2020-09-08,2020-09-14,1
20200901,High Plains,"117,716.83","391,648.20","258,896.87","156,852.20","48,989.90",398.78,2020-09-01,2020-09-07,1
20200901,Midwest,"318,556.96","180,308.34","82,173.66","21,502.13","8,251.48",0.00,2020-09-01,2020-09-07,1
20200901,Northeast,"93,538.34","109,556.84","56,759.78","18,738.49",0.00,0.00,2020-09-01,2020-09-07,1
20200901,South,"301,761.69","223,213.61","160,554.34","95,472.15","35,880.18","2,602.40",2020-09-01,2020-09-07,1
20200901,Southeast,"282,437.51","7,904.08",0.00,0.00,0.00,0.00,2020-09-01,2020-09-07,1
20200901,West,"558,965.48","1,216,100.72","814,258.83","587,387.99","213,835.26",398.78,2020-09-01,2020-09-07,1
20200825,High Plains,"129,301.13","380,063.90","252,949.77","151,960.45","43,371.98",398.78,2020-08-25,2020-08-31,1
20200825,Midwest,"302,705.37","196,159.93","62,774.88","17,025.00","3,671.37",0.00,2020-08-25,2020-08-31,1
20200825,Northeast,"80,867.53","122,227.66","75,491.37","19,714.59",0.00,0.00,2020-08-25,2020-08-31,1
20200825,South,"288,817.68","236,157.62","166,429.14","97,408.84","33,392.87","1,960.47",2020-08-25,2020-08-31,1
20200825,Southeast,"281,235.05","9,106.54",0.00,0.00,0.00,0.00,2020-08-25,2020-08-31,1
20200825,West,"724,941.63","1,050,124.57","799,729.81","570,543.49","200,199.73",398.78,2020-08-25,2020-08-31,1
20200818,High Plains,"155,840.90","353,524.13","241,660.00","126,313.83","33,779.70",0.00,2020-08-18,2020-08-24,1
20200818,Midwest,"356,762.57","142,102.72","42,711.09","13,191.73","3,470.34",0.00,2020-08-18,2020-08-24,1
20200818,Northeast,"86,582.93","116,512.26","70,453.37","19,016.47",0.00,0.00,2020-08-18,2020-08-24,1
20200818,South,"308,014.82","216,960.49","139,705.78","70,915.56","21,038.04",876.98,2020-08-18,2020-08-24,1
20200818,Southeast,"263,098.25","27,243.35","2,292.58",0.00,0.00,0.00,2020-08-18,2020-08-24,1
20200818,West,"763,502.69","1,011,563.50","778,324.57","485,564.04","107,927.68",0.00,2020-08-18,2020-08-24,1
20200811,High Plains,"163,063.61","346,301.42","234,849.94","111,933.07","29,974.71",0.00,2020-08-11,2020-08-17,1
20200811,Midwest,"365,206.45","133,658.85","35,317.05","10,507.17","3,470.34",0.00,2020-08-11,2020-08-17,1
20200811,Northeast,"87,085.40","116,009.79","55,905.09","5,012.25",0.00,0.00,2020-08-11,2020-08-17,1
20200811,South,"291,336.49","233,638.81","119,792.37","53,405.32","12,931.09",0.00,2020-08-11,2020-08-17,1
20200811,Southeast,"248,201.29","42,140.30","1,105.20",0.00,0.00,0.00,2020-08-11,2020-08-17,1
20200811,West,"813,284.70","961,781.50","758,147.75","398,913.23","98,921.41",0.00,2020-08-11,2020-08-17,1
20200804,High Plains,"168,342.95","341,022.08","219,448.92","104,590.19","33,085.93",0.00,2020-08-04,2020-08-10,1
20200804,Midwest,"330,103.53","168,761.77","39,703.08","8,831.24","3,470.34",0.00,2020-08-04,2020-08-10,1
20200804,Northeast,"71,434.54","131,660.65","59,588.28","3,483.27",0.00,0.00,2020-08-04,2020-08-10,1
20200804,South,"315,240.61","209,734.70","101,484.49","47,554.14","8,396.04",0.00,2020-08-04,2020-08-10,1
20200804,Southeast,"236,372.00","53,969.59","2,506.82",0.00,0.00,0.00,2020-08-04,2020-08-10,1
20200804,West,"816,530.74","958,535.46","742,722.06","387,432.00","82,843.60",0.00,2020-08-04,2020-08-10,1
20200728,High Plains,"162,127.94","347,237.09","214,689.99","102,758.28","33,079.35",0.00,2020-07-28,2020-08-03,1
20200728,Midwest,"312,802.30","186,063.00","57,170.40","7,218.17",0.00,0.00,2020-07-28,2020-08-03,1
20200728,Northeast,"58,754.01","144,341.18","58,175.17","3,483.27",0.00,0.00,2020-07-28,2020-08-03,1
20200728,South,"284,938.64","240,036.66","109,700.19","46,918.26","9,869.48",0.00,2020-07-28,2020-08-03,1
20200728,Southeast,"216,086.10","74,255.49","5,373.38",594.17,0.00,0.00,2020-07-28,2020-08-03,1
20200728,West,"856,997.72","918,068.48","696,366.60","358,524.63","77,565.65",0.00,2020-07-28,2020-08-03,1
20200721,High Plains,"146,752.20","362,612.83","197,029.48","84,522.76","36,376.78",0.00,2020-07-21,2020-07-27,1
20200721,Midwest,"319,192.15","179,673.15","57,516.77","5,094.00",0.00,0.00,2020-07-21,2020-07-27,1
20200721,Northeast,"61,178.28","141,916.90","52,790.18","3,483.27",0.00,0.00,2020-07-21,2020-07-27,1
20200721,South,"273,903.35","251,071.95","125,932.20","44,776.24","9,601.17",0.00,2020-07-21,2020-07-27,1
20200721,Southeast,"243,519.17","46,822.42","4,368.99",824.50,0.00,0.00,2020-07-21,2020-07-27,1
20200721,West,"861,312.47","913,753.73","641,139.00","308,976.74","66,608.11",0.00,2020-07-21,2020-07-27,1
20200714,High Plains,"138,868.35","370,496.68","175,190.75","75,988.41","40,833.20",0.00,2020-07-14,2020-07-20,1
20200714,Midwest,"314,242.50","184,622.80","38,329.79","7,052.28",0.00,0.00,2020-07-14,2020-07-20,1
20200714,Northeast,"65,841.94","137,253.25","49,965.98","3,482.42",0.00,0.00,2020-07-14,2020-07-20,1
20200714,South,"319,569.68","205,405.62","115,850.98","43,620.85","10,110.52",0.00,2020-07-14,2020-07-20,1
20200714,Southeast,"280,262.90","10,078.70","1,997.57","1,075.18",0.00,0.00,2020-07-14,2020-07-20,1
20200714,West,"922,797.18","852,269.01","568,821.17","284,629.22","70,090.43",0.00,2020-07-14,2020-07-20,1
20200707,High Plains,"167,535.60","341,829.43","182,482.23","71,264.98","37,638.69",0.00,2020-07-07,2020-07-13,1
20200707,Midwest,"354,756.05","144,109.25","27,493.07","5,020.51",0.00,0.00,2020-07-07,2020-07-13,1
20200707,Northeast,"45,769.21","157,325.98","52,969.96","4,079.54",0.00,0.00,2020-07-07,2020-07-13,1
20200707,South,"331,550.68","193,424.62","101,798.65","37,426.84","8,517.10",0.00,2020-07-07,2020-07-13,1
20200707,Southeast,"285,607.20","4,734.39","1,972.28","1,105.39",0.00,0.00,2020-07-07,2020-07-13,1
20200707,West,"959,125.04","815,941.16","531,253.13","275,765.16","59,953.45",0.00,2020-07-07,2020-07-13,1
20200630,High Plains,"175,261.72","334,103.31","202,200.35","67,718.42","40,239.75","2,200.11",2020-06-30,2020-07-06,1
20200630,Midwest,"383,052.37","115,812.93","17,665.41",0.00,0.00,0.00,2020-06-30,2020-07-06,1
20200630,Northeast,"110,558.26","92,536.93","28,904.39",0.00,0.00,0.00,2020-06-30,2020-07-06,1
20200630,South,"316,717.56","208,257.74","104,251.71","36,203.42","10,723.97",71.05,2020-06-30,2020-07-06,1
20200630,Southeast,"281,619.68","8,721.91","1,877.92",768.63,0.00,0.00,2020-06-30,2020-07-06,1
20200630,West,"1,001,228.46","773,837.74","538,091.01","272,153.93","59,348.52","1,424.75",2020-06-30,2020-07-06,1
20200623,High Plains,"192,511.11","316,853.92","204,244.82","68,718.94","38,555.14",0.00,2020-06-23,2020-06-29,1
20200623,Midwest,"378,291.78","120,573.52","14,460.64",0.00,0.00,0.00,2020-06-23,2020-06-29,1
20200623,Northeast,"117,359.47","85,735.72","32,816.76",0.00,0.00,0.00,2020-06-23,2020-06-29,1
20200623,South,"338,688.52","186,286.78","90,099.61","34,067.62","6,645.11",0.00,2020-06-23,2020-06-29,1
20200623,Southeast,"281,144.17","9,197.42","2,055.99",895.37,0.00,0.00,2020-06-23,2020-06-29,1
20200623,West,"981,223.66","793,842.54","547,320.61","253,278.15","57,655.03",0.00,2020-06-23,2020-06-29,1
20200616,High Plains,"198,790.56","310,574.47","167,397.04","68,283.55","38,555.14",0.00,2020-06-16,2020-06-22,1
20200616,Midwest,"402,847.05","96,018.25","16,421.92",0.00,0.00,0.00,2020-06-16,2020-06-22,1
20200616,Northeast,"130,707.12","72,388.07",0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,1
20200616,South,"338,892.42","186,082.88","100,052.89","39,603.44","6,676.29",0.00,2020-06-16,2020-06-22,1
20200616,Southeast,"280,163.94","10,177.65","3,510.43",895.76,0.00,0.00,2020-06-16,2020-06-22,1
20200616,West,"968,924.33","806,141.87","526,802.49","247,962.28","57,523.85",0.00,2020-06-16,2020-06-22,1
20200609,High Plains,"239,128.18","270,236.85","132,051.47","62,689.86","29,171.21",0.00,2020-06-09,2020-06-15,1
20200609,Midwest,"451,925.34","46,939.96","10,646.48",0.00,0.00,0.00,2020-06-09,2020-06-15,1
20200609,Northeast,"140,229.65","62,865.54",0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,1
20200609,South,"380,871.55","144,103.75","80,243.59","21,950.38","4,294.12",0.00,2020-06-09,2020-06-15,1
20200609,Southeast,"281,214.35","9,127.24","3,804.22",482.00,0.00,0.00,2020-06-09,2020-06-15,1
20200609,West,"986,056.02","789,010.18","500,126.85","220,286.86","46,925.52",0.00,2020-06-09,2020-06-15,1
20200602,High Plains,"245,063.33","264,301.70","113,471.35","58,601.23","22,406.10",0.00,2020-06-02,2020-06-08,1
20200602,Midwest,"446,886.61","51,978.69","14,930.79",0.00,0.00,0.00,2020-06-02,2020-06-08,1
20200602,Northeast,"185,306.03","17,789.16",0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,1
20200602,South,"405,052.37","119,922.93","52,990.42","8,598.67","1,200.38",0.00,2020-06-02,2020-06-08,1
20200602,Southeast,"257,943.94","32,397.65","10,067.09","2,444.57",0.00,0.00,2020-06-02,2020-06-08,1
20200602,West,"1,023,494.16","751,572.04","477,702.09","211,668.00","35,203.59",0.00,2020-06-02,2020-06-08,1
20200526,High Plains,"307,161.64","202,203.39","104,486.61","55,141.87","20,289.95",0.00,2020-05-26,2020-06-01,1
20200526,Midwest,"433,984.47","64,880.83",0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,1
20200526,Northeast,"192,231.87","10,863.32",0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,1
20200526,South,"408,973.35","116,001.95","35,424.85","7,115.05",0.00,0.00,2020-05-26,2020-06-01,1
20200526,Southeast,"237,171.79","53,169.80","19,961.84","2,444.57",0.00,0.00,2020-05-26,2020-06-01,1
20200526,West,"1,076,395.07","698,671.13","467,342.40","196,696.78","35,122.54",0.00,2020-05-26,2020-06-01,1
20200519,High Plains,"293,950.88","215,414.15","104,486.61","57,817.86","20,289.95",0.00,2020-05-19,2020-05-25,1
20200519,Midwest,"435,132.08","63,733.22",0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,1
20200519,Northeast,"196,280.34","6,814.85",0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,1
20200519,South,"394,670.45","130,304.86","45,815.23","11,595.66",892.73,0.00,2020-05-19,2020-05-25,1
20200519,Southeast,"232,455.28","57,886.31","27,389.74","5,554.54",0.00,0.00,2020-05-19,2020-05-25,1
20200519,West,"1,067,627.69","707,438.51","460,855.14","193,025.75","36,261.90",0.00,2020-05-19,2020-05-25,1
20200512,High Plains,"304,387.65","204,977.38","87,856.75","57,579.46","17,305.04",0.00,2020-05-12,2020-05-18,1
20200512,Midwest,"458,905.08","39,960.22",0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,1
20200512,Northeast,"203,095.19",0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,1
20200512,South,"370,967.92","154,007.38","53,225.59","21,223.40","5,263.30",0.00,2020-05-12,2020-05-18,1
20200512,Southeast,"234,464.94","55,876.65","24,493.23","7,258.82",0.00,0.00,2020-05-12,2020-05-18,1
20200512,West,"1,091,614.43","683,451.77","423,689.80","175,339.14","28,998.67",0.00,2020-05-12,2020-05-18,1
20200505,High Plains,"317,210.09","192,154.94","74,839.69","45,808.30","12,170.97",0.00,2020-05-05,2020-05-11,1
20200505,Midwest,"493,286.74","5,578.56",0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200505,Northeast,"203,095.19",0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200505,South,"405,513.83","119,461.47","49,386.14","20,211.84","4,544.49",0.00,2020-05-05,2020-05-11,1
20200505,Southeast,"240,957.29","49,384.30","19,236.00","5,171.85",0.00,0.00,2020-05-05,2020-05-11,1
20200505,West,"1,118,606.94","656,459.26","404,848.76","159,719.64","24,382.87",0.00,2020-05-05,2020-05-11,1
20200428,High Plains,"333,822.75","175,542.28","64,630.56","36,424.03",0.00,0.00,2020-04-28,2020-05-04,1
20200428,Midwest,"491,428.02","7,437.28",0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200428,Northeast,"203,095.19",0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200428,South,"410,280.61","114,694.69","56,646.34","22,126.55","4,222.63",0.00,2020-04-28,2020-05-04,1
20200428,Southeast,"237,946.20","52,395.39","26,125.28","4,324.35",0.00,0.00,2020-04-28,2020-05-04,1
20200428,West,"1,180,832.31","594,233.89","355,293.62","141,218.58","9,659.40",0.00,2020-04-28,2020-05-04,1
20200421,High Plains,"385,679.79","123,685.24","61,443.93","32,039.30",0.00,0.00,2020-04-21,2020-04-27,1
20200421,Midwest,"490,890.22","7,975.07",0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200421,Northeast,"203,095.19",0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200421,South,"414,893.41","110,081.89","57,791.32","22,804.37","5,089.48",0.00,2020-04-21,2020-04-27,1
20200421,Southeast,"227,923.74","62,417.85","38,589.45","15,137.92",0.00,0.00,2020-04-21,2020-04-27,1
20200421,West,"1,198,116.70","576,949.50","339,758.35","129,472.02","9,659.40",0.00,2020-04-21,2020-04-27,1
20200414,High Plains,"426,450.46","82,914.57","60,800.47","15,407.79",0.00,0.00,2020-04-14,2020-04-20,1
20200414,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,1
20200414,Northeast,"203,095.19",0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,1
20200414,South,"422,949.56","102,025.74","57,159.42","23,962.60","4,767.77",368.63,2020-04-14,2020-04-20,1
20200414,Southeast,"213,423.27","76,918.32","48,709.56","12,146.85",0.00,0.00,2020-04-14,2020-04-20,1
20200414,West,"1,195,999.54","579,066.66","325,616.85","92,466.79",0.00,0.00,2020-04-14,2020-04-20,1
20200407,High Plains,"428,814.15","80,550.88","54,345.65","8,747.00",0.00,0.00,2020-04-07,2020-04-13,1
20200407,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,1
20200407,Northeast,"203,095.19",0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,1
20200407,South,"421,672.21","103,303.09","62,601.13","29,402.38","6,641.23",368.63,2020-04-07,2020-04-13,1
20200407,Southeast,"200,458.28","89,883.31","48,725.75","1,032.02",0.00,0.00,2020-04-07,2020-04-13,1
20200407,West,"1,211,857.06","563,209.14","330,980.06","53,172.92",0.00,0.00,2020-04-07,2020-04-13,1
20200331,High Plains,"418,327.71","91,037.32","54,265.75","5,046.22",0.00,0.00,2020-03-31,2020-04-06,1
20200331,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200331,Northeast,"203,095.19",0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200331,South,"427,001.13","97,974.18","62,877.50","39,289.05","14,504.70",923.50,2020-03-31,2020-04-06,1
20200331,Southeast,"219,792.98","70,548.61","39,361.68",603.21,0.00,0.00,2020-03-31,2020-04-06,1
20200331,West,"1,203,474.59","571,591.61","330,229.71","49,890.99",0.00,0.00,2020-03-31,2020-04-06,1
20200324,High Plains,"416,817.34","92,547.69","52,739.25","5,046.22",0.00,0.00,2020-03-24,2020-03-30,1
20200324,Midwest,"498,865.30",0.00,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,1
