MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20211005,West,"608,232.79","1,166,833.41","1,068,501.39","895,337.58","625,043.10","212,368.00",2021-10-05,2021-10-11,1
20210928,High Plains,"72,536.49","436,828.54","323,832.24","222,521.68","94,613.38","4,392.77",2021-09-28,2021-10-04,1
20210928,Midwest,"286,542.91","212,322.39","116,548.83","61,311.76","20,732.94",0.00,2021-09-28,2021-10-04,1
20210928,Northeast,"183,395.51","19,699.68","6,383.52","1,617.68",0.00,0.00,2021-09-28,2021-10-04,1
20210928,South,"287,949.46","237,025.84","73,184.42","17,289.70","1,853.24",0.00,2021-09-28,2021-10-04,1
20210928,Southeast,"281,687.82","8,653.77",407.24,0.00,0.00,0.00,2021-09-28,2021-10-04,1
20210928,West,"611,362.97","1,163,703.23","1,065,248.46","895,382.34","622,618.02","218,316.42",2021-09-28,2021-10-04,1
20210921,High Plains,"84,793.99","424,571.04","309,626.38","211,129.36","86,210.94","4,392.77",2021-09-21,2021-09-27,1
20210921,Midwest,"272,328.57","226,536.72","109,363.67","51,999.72","20,163.14",0.00,2021-09-21,2021-09-27,1
20210921,Northeast,"175,083.64","28,011.55","11,833.18","1,617.68",0.00,0.00,2021-09-21,2021-09-27,1
20210921,South,"363,223.75","161,751.55","43,378.03","3,634.17",117.13,0.00,2021-09-21,2021-09-27,1
20210921,Southeast,"270,067.58","20,274.01",565.70,0.00,0.00,0.00,2021-09-21,2021-09-27,1
20210921,West,"615,872.60","1,159,193.60","1,065,778.34","884,811.93","617,917.29","216,856.02",2021-09-21,2021-09-27,1
20210914,High Plains,"105,755.79","403,609.24","302,461.26","213,992.55","95,925.75","5,406.82",2021-09-14,2021-09-20,1
20210914,Midwest,"277,108.16","221,757.14","116,218.12","57,619.79","30,498.95","4,914.92",2021-09-14,2021-09-20,1
20210914,Northeast,"172,921.09","30,174.10","12,357.06","1,617.68",0.00,0.00,2021-09-14,2021-09-20,1
20210914,South,"416,506.07","108,469.23","15,064.45",504.59,0.00,0.00,2021-09-14,2021-09-20,1
20210914,Southeast,"265,609.38","24,732.21",565.70,0.00,0.00,0.00,2021-09-14,2021-09-20,1
20210914,West,"634,541.70","1,140,524.50","1,061,257.25","888,746.74","630,822.88","220,278.37",2021-09-14,2021-09-20,1
20210907,High Plains,"125,088.60","384,276.43","302,143.16","216,022.86","101,331.64","6,805.71",2021-09-07,2021-09-13,1
20210907,Midwest,"316,087.48","182,777.82","118,725.23","57,796.38","30,970.07","4,914.92",2021-09-07,2021-09-13,1
20210907,Northeast,"168,722.37","34,372.82","21,318.85","3,038.80",0.00,0.00,2021-09-07,2021-09-13,1
20210907,South,"465,357.43","59,617.87","5,622.86",504.59,0.00,0.00,2021-09-07,2021-09-13,1
20210907,Southeast,"267,703.35","22,638.24",565.70,0.00,0.00,0.00,2021-09-07,2021-09-13,1
20210907,West,"651,216.28","1,123,849.92","1,058,313.18","884,686.82","631,157.44","221,331.66",2021-09-07,2021-09-13,1
20210831,High Plains,"100,337.29","409,027.74","312,150.36","215,611.06","109,071.43","8,067.71",2021-08-31,2021-09-06,1
20210831,Midwest,"307,806.76","191,058.54","122,397.91","63,246.06","31,837.38","5,719.93",2021-08-31,2021-09-06,1
20210831,Northeast,"156,543.49","46,551.70","24,640.45","3,119.11",0.00,0.00,2021-08-31,2021-09-06,1
20210831,South,"483,561.36","41,413.94","6,681.07",504.59,0.00,0.00,2021-08-31,2021-09-06,1
20210831,Southeast,"275,244.58","15,097.01","1,991.14",0.00,0.00,0.00,2021-08-31,2021-09-06,1
20210831,West,"653,078.60","1,121,987.59","1,069,146.55","904,003.94","637,792.63","228,635.86",2021-08-31,2021-09-06,1
20210824,High Plains,"104,211.98","405,153.05","320,034.31","222,302.01","119,405.76","13,549.33",2021-08-24,2021-08-30,1
20210824,Midwest,"288,907.34","209,957.96","138,895.00","94,536.87","54,333.78","6,810.19",2021-08-24,2021-08-30,1
20210824,Northeast,"157,120.57","45,974.62","21,504.49","3,119.11",0.00,0.00,2021-08-24,2021-08-30,1
20210824,South,"496,419.94","28,555.36","6,226.92",0.00,0.00,0.00,2021-08-24,2021-08-30,1
20210824,Southeast,"274,573.32","15,768.27","2,381.55",0.00,0.00,0.00,2021-08-24,2021-08-30,1
20210824,West,"578,549.25","1,196,516.95","1,068,094.78","909,178.31","643,082.74","235,455.93",2021-08-24,2021-08-30,1
20210817,High Plains,"111,859.32","397,505.71","317,791.72","223,407.23","126,508.20","17,759.10",2021-08-17,2021-08-23,1
20210817,Midwest,"304,447.37","194,417.93","128,305.47","95,913.26","47,891.72","6,810.19",2021-08-17,2021-08-23,1
20210817,Northeast,"141,719.95","61,375.24","22,595.77","3,038.80",0.00,0.00,2021-08-17,2021-08-23,1
20210817,South,"478,525.29","46,450.01","5,073.43",0.00,0.00,0.00,2021-08-17,2021-08-23,1
20210817,Southeast,"265,426.89","24,914.70","5,730.31",0.00,0.00,0.00,2021-08-17,2021-08-23,1
20210817,West,"536,177.44","1,238,888.76","1,101,334.88","923,628.80","682,808.94","259,746.35",2021-08-17,2021-08-23,1
20210810,High Plains,"121,503.29","387,861.74","306,722.94","220,556.05","123,141.96","16,579.74",2021-08-10,2021-08-16,1
20210810,Midwest,"307,098.09","191,767.21","125,082.75","85,424.57","39,634.80","6,215.39",2021-08-10,2021-08-16,1
20210810,Northeast,"140,502.48","62,592.71","22,595.77","3,038.80",0.00,0.00,2021-08-10,2021-08-16,1
20210810,South,"477,985.93","46,989.37","5,723.05",0.00,0.00,0.00,2021-08-10,2021-08-16,1
20210810,Southeast,"257,004.70","33,336.90","5,866.77",0.00,0.00,0.00,2021-08-10,2021-08-16,1
20210810,West,"541,743.26","1,233,322.94","1,099,921.27","955,080.10","683,938.61","256,204.85",2021-08-10,2021-08-16,1
20210803,High Plains,"132,832.75","376,532.28","293,998.64","218,651.57","114,323.15","16,374.68",2021-08-03,2021-08-09,1
20210803,Midwest,"327,166.08","171,699.22","131,029.94","87,761.50","33,518.45",0.00,2021-08-03,2021-08-09,1
20210803,Northeast,"147,035.71","56,059.48","19,462.69","3,038.80",0.00,0.00,2021-08-03,2021-08-09,1
20210803,South,"500,457.81","24,517.49","4,346.72",0.00,0.00,0.00,2021-08-03,2021-08-09,1
20210803,Southeast,"258,808.96","31,532.63","3,620.83",0.00,0.00,0.00,2021-08-03,2021-08-09,1
20210803,West,"522,928.17","1,252,138.03","1,113,996.11","955,931.69","689,941.17","258,460.90",2021-08-03,2021-08-09,1
20210727,High Plains,"143,002.14","366,362.89","292,082.51","219,995.29","111,777.18","23,481.12",2021-07-27,2021-08-02,1
20210727,Midwest,"327,766.35","171,098.95","136,328.10","83,524.84","18,613.69",0.00,2021-07-27,2021-08-02,1
20210727,Northeast,"156,497.21","46,597.97","17,640.54","2,801.89",0.00,0.00,2021-07-27,2021-08-02,1
20210727,South,"501,445.20","23,530.11","3,973.54",0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210727,Southeast,"262,041.68","28,299.91","2,518.09",0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210727,West,"490,395.68","1,284,670.52","1,108,504.96","943,544.37","696,546.74","258,541.42",2021-07-27,2021-08-02,1
20210720,High Plains,"141,519.55","367,845.48","285,468.00","217,315.96","110,002.40","24,957.29",2021-07-20,2021-07-26,1
20210720,Midwest,"320,058.47","178,806.83","137,226.75","79,398.29","15,608.39",0.00,2021-07-20,2021-07-26,1
20210720,Northeast,"156,566.57","46,528.62","22,631.87","3,203.76",0.00,0.00,2021-07-20,2021-07-26,1
20210720,South,"496,452.85","28,522.45","10,086.45",0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210720,Southeast,"261,117.12","29,224.47",952.02,0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210720,West,"480,785.69","1,294,280.51","1,116,414.92","939,477.52","706,002.30","295,053.07",2021-07-20,2021-07-26,1
20210713,High Plains,"132,911.14","376,453.89","279,207.30","211,494.48","97,056.06","24,647.85",2021-07-13,2021-07-19,1
20210713,Midwest,"297,301.87","201,563.42","143,643.35","65,815.49","4,332.01",0.00,2021-07-13,2021-07-19,1
20210713,Northeast,"141,951.36","61,143.83","26,097.04","2,979.28",0.00,0.00,2021-07-13,2021-07-19,1
20210713,South,"491,929.57","33,045.73","15,138.66","3,088.71",0.00,0.00,2021-07-13,2021-07-19,1
20210713,Southeast,"259,912.98","30,428.61",286.69,0.00,0.00,0.00,2021-07-13,2021-07-19,1
20210713,West,"501,814.78","1,273,251.41","1,061,155.57","923,701.75","673,152.72","291,551.60",2021-07-13,2021-07-19,1
20210706,High Plains,"157,907.36","351,457.67","282,477.82","215,931.46","91,717.12","26,573.51",2021-07-06,2021-07-12,1
20210706,Midwest,"271,738.31","227,126.99","154,084.81","60,150.63",997.12,0.00,2021-07-06,2021-07-12,1
20210706,Northeast,"122,669.95","80,425.24","42,699.39","7,134.78",0.00,0.00,2021-07-06,2021-07-12,1
20210706,South,"480,097.21","44,878.09","16,701.50","3,098.24",0.00,0.00,2021-07-06,2021-07-12,1
20210706,Southeast,"240,161.57","50,180.02","3,520.54",0.00,0.00,0.00,2021-07-06,2021-07-12,1
20210706,West,"500,691.65","1,274,374.55","1,051,389.60","909,368.34","630,801.88","276,951.19",2021-07-06,2021-07-12,1
20210629,High Plains,"161,951.18","347,413.85","277,443.67","211,063.45","93,686.26","30,745.03",2021-06-29,2021-07-05,1
20210629,Midwest,"257,735.94","241,129.36","154,231.12","34,771.64",997.12,0.00,2021-06-29,2021-07-05,1
20210629,Northeast,"118,984.55","84,110.63","40,711.39","7,134.78",0.00,0.00,2021-06-29,2021-07-05,1
20210629,South,"462,510.50","62,464.80","25,110.85","15,205.47","3,105.20",0.00,2021-06-29,2021-07-05,1
20210629,Southeast,"230,915.55","59,426.04","4,914.27",0.00,0.00,0.00,2021-06-29,2021-07-05,1
20210629,West,"578,438.73","1,196,627.47","1,045,957.90","896,165.72","626,169.42","279,436.64",2021-06-29,2021-07-05,1
20210622,High Plains,"151,099.07","358,265.96","274,556.91","197,732.75","93,920.13","30,971.40",2021-06-22,2021-06-28,1
20210622,Midwest,"228,992.20","269,873.10","181,500.25","54,490.71",997.12,0.00,2021-06-22,2021-06-28,1
20210622,Northeast,"118,943.35","84,151.84","39,506.54","2,264.31",0.00,0.00,2021-06-22,2021-06-28,1
20210622,South,"442,667.88","82,307.42","37,467.09","20,765.19","11,839.58","3,082.47",2021-06-22,2021-06-28,1
20210622,Southeast,"221,636.64","68,704.95","5,991.70",0.00,0.00,0.00,2021-06-22,2021-06-28,1
20210622,West,"581,184.15","1,193,882.05","1,017,087.21","848,803.58","589,627.85","281,322.95",2021-06-22,2021-06-28,1
20210615,High Plains,"180,097.56","329,267.47","261,493.59","178,832.13","88,424.92","30,758.32",2021-06-15,2021-06-21,1
20210615,Midwest,"226,206.59","272,658.71","168,750.99","55,291.14","2,052.76",0.00,2021-06-15,2021-06-21,1
20210615,Northeast,"119,838.86","83,256.32","28,117.65",0.00,0.00,0.00,2021-06-15,2021-06-21,1
20210615,South,"454,522.34","70,452.97","36,573.74","20,762.27","11,839.58","3,082.47",2021-06-15,2021-06-21,1
20210615,Southeast,"196,217.54","94,124.05","18,014.12",187.45,0.00,0.00,2021-06-15,2021-06-21,1
20210615,West,"591,237.75","1,183,828.45","987,370.94","802,949.81","579,440.58","281,772.33",2021-06-15,2021-06-21,1
20210608,High Plains,"191,102.89","318,262.14","252,224.63","172,027.23","87,377.42","30,758.32",2021-06-08,2021-06-14,1
20210608,Midwest,"223,075.21","275,790.09","136,461.19","29,631.08",0.00,0.00,2021-06-08,2021-06-14,1
20210608,Northeast,"113,978.93","89,116.26","18,919.73",0.00,0.00,0.00,2021-06-08,2021-06-14,1
20210608,South,"447,188.40","77,786.90","37,419.11","21,180.83","11,839.58","3,082.47",2021-06-08,2021-06-14,1
20210608,Southeast,"166,520.05","123,821.54","44,518.10","1,905.21",0.00,0.00,2021-06-08,2021-06-14,1
20210608,West,"595,317.20","1,179,749.00","985,766.90","802,479.46","576,691.93","281,772.33",2021-06-08,2021-06-14,1
20210601,High Plains,"201,121.57","308,243.46","244,413.08","155,333.43","94,532.06","29,568.16",2021-06-01,2021-06-07,1
20210601,Midwest,"290,444.97","208,420.33","89,635.56","13,446.25",0.00,0.00,2021-06-01,2021-06-07,1
20210601,Northeast,"121,313.49","81,781.69","5,751.94",0.00,0.00,0.00,2021-06-01,2021-06-07,1
20210601,South,"419,573.78","105,401.53","55,821.59","29,417.04","17,073.95","6,652.79",2021-06-01,2021-06-07,1
20210601,Southeast,"162,602.01","127,739.58","60,776.02","10,108.90",0.00,0.00,2021-06-01,2021-06-07,1
20210601,West,"567,081.53","1,207,984.67","970,765.64","769,271.29","551,844.61","274,690.98",2021-06-01,2021-06-07,1
20210525,High Plains,"158,868.39","350,496.64","242,795.67","152,427.63","94,532.06","29,568.16",2021-05-25,2021-05-31,1
20210525,Midwest,"287,944.40","210,920.90","88,900.85","9,714.97",0.00,0.00,2021-05-25,2021-05-31,1
20210525,Northeast,"106,452.24","96,642.95","5,751.94",0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210525,South,"394,636.95","130,338.35","72,542.68","42,800.74","24,008.96","13,111.52",2021-05-25,2021-05-31,1
20210525,Southeast,"178,034.97","112,306.63","39,215.61",0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210525,West,"547,135.32","1,227,930.88","971,088.69","763,491.59","552,744.57","282,030.93",2021-05-25,2021-05-31,1
20210518,High Plains,"142,161.99","367,203.04","260,677.62","162,673.31","108,205.12","28,901.17",2021-05-18,2021-05-24,1
20210518,Midwest,"310,822.04","188,043.26","95,108.05","10,220.65",0.00,0.00,2021-05-18,2021-05-24,1
20210518,Northeast,"149,187.12","53,908.07","4,156.97",0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210518,South,"358,330.62","166,644.68","94,434.82","54,639.36","32,238.52","15,728.82",2021-05-18,2021-05-24,1
20210518,Southeast,"218,567.63","71,773.96","14,279.11",0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210518,West,"533,096.43","1,241,969.77","985,319.15","773,576.87","550,094.22","264,503.84",2021-05-18,2021-05-24,1
20210511,High Plains,"99,906.50","409,458.53","301,668.75","170,998.19","110,404.15","17,065.16",2021-05-11,2021-05-17,1
20210511,Midwest,"333,716.32","165,148.98","90,503.28","4,949.27",0.00,0.00,2021-05-11,2021-05-17,1
20210511,Northeast,"151,549.09","51,546.10","4,156.97",0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210511,South,"316,357.83","208,617.48","128,638.86","75,522.40","44,818.45","20,811.19",2021-05-11,2021-05-17,1
20210511,Southeast,"230,972.00","59,369.59","13,521.78",0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210511,West,"524,816.53","1,250,249.67","1,007,873.82","785,860.04","555,918.85","265,952.46",2021-05-11,2021-05-17,1
20210504,High Plains,"89,943.63","419,421.40","307,050.77","191,607.26","113,462.18","17,065.16",2021-05-04,2021-05-10,1
20210504,Midwest,"277,943.22","220,922.08","106,915.62","4,949.27",0.00,0.00,2021-05-04,2021-05-10,1
20210504,Northeast,"86,986.58","116,108.61","18,393.89",0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210504,South,"317,888.37","207,086.93","131,325.98","75,323.26","44,405.86","20,811.19",2021-05-04,2021-05-10,1
20210504,Southeast,"224,398.70","65,942.89","1,481.83",0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210504,West,"513,442.46","1,261,623.74","998,690.86","795,619.59","557,876.12","251,191.75",2021-05-04,2021-05-10,1
20210427,High Plains,"93,460.34","415,904.69","323,558.68","206,635.61","112,712.83","17,372.62",2021-04-27,2021-05-03,1
20210427,Midwest,"259,564.16","239,301.14","96,800.13","4,949.27",0.00,0.00,2021-04-27,2021-05-03,1
20210427,Northeast,"93,220.14","109,875.05","27,508.38",0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210427,South,"253,985.26","270,990.04","186,201.44","104,613.43","65,556.94","25,832.97",2021-04-27,2021-05-03,1
20210427,Southeast,"213,594.48","76,747.11","2,514.73",0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210427,West,"510,709.97","1,264,356.23","994,504.55","767,547.24","514,219.57","251,454.85",2021-04-27,2021-05-03,1
20210420,High Plains,"101,351.75","408,013.28","328,941.83","203,542.05","107,904.50","15,254.90",2021-04-20,2021-04-26,1
20210420,Midwest,"339,043.30","159,822.00","60,420.15","4,949.27",0.00,0.00,2021-04-20,2021-04-26,1
20210420,Northeast,"105,082.69","98,012.50","30,664.51",0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210420,South,"247,661.53","277,313.77","194,277.85","104,431.15","63,861.21","23,725.68",2021-04-20,2021-04-26,1
20210420,Southeast,"219,429.57","70,912.02","1,106.91",0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210420,West,"527,827.50","1,247,238.70","981,059.28","747,181.98","503,296.92","249,745.03",2021-04-20,2021-04-26,1
20210413,High Plains,"100,506.58","408,858.45","328,190.98","213,075.60","120,055.43","15,254.90",2021-04-13,2021-04-19,1
20210413,Midwest,"344,197.74","154,667.56","34,912.34","5,079.33",0.00,0.00,2021-04-13,2021-04-19,1
20210413,Northeast,"106,142.79","96,952.40","30,664.51",0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210413,South,"229,438.89","295,536.41","217,410.60","110,969.29","64,463.97","22,608.79",2021-04-13,2021-04-19,1
20210413,Southeast,"256,308.32","34,033.27","4,558.36",0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210413,West,"563,179.49","1,211,886.71","927,744.57","722,204.85","494,157.12","249,745.03",2021-04-13,2021-04-19,1
20210406,High Plains,"95,353.15","414,011.88","326,408.44","214,314.05","112,615.17","15,254.90",2021-04-06,2021-04-12,1
20210406,Midwest,"262,710.18","236,155.12","53,959.12","6,979.70","1,157.06",0.00,2021-04-06,2021-04-12,1
20210406,Northeast,"121,588.74","81,506.45","20,867.62",0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210406,South,"230,565.64","294,409.66","214,248.77","106,144.77","62,551.45","22,608.79",2021-04-06,2021-04-12,1
20210406,Southeast,"251,655.96","38,685.63","4,558.36",0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210406,West,"533,365.22","1,241,700.98","901,963.30","705,710.14","483,952.35","245,627.97",2021-04-06,2021-04-12,1
20210330,High Plains,"96,055.87","413,309.16","325,025.07","207,178.88","91,128.92","15,254.90",2021-03-30,2021-04-05,1
20210330,Midwest,"265,166.46","233,698.84","57,616.76","5,235.42","1,062.23",0.00,2021-03-30,2021-04-05,1
20210330,Northeast,"127,873.25","75,221.94","17,651.01",0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210330,South,"245,389.11","279,586.19","192,860.90","93,210.23","54,096.26","18,167.04",2021-03-30,2021-04-05,1
20210330,Southeast,"250,856.28","39,485.31","1,473.01",0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210330,West,"506,462.23","1,268,603.97","892,239.22","694,940.93","467,200.68","243,923.46",2021-03-30,2021-04-05,1
20210323,High Plains,"92,421.02","416,944.01","325,343.20","207,633.96","71,801.71","15,723.06",2021-03-23,2021-03-29,1
20210323,Midwest,"241,082.62","257,782.68","63,547.85","5,653.82","1,062.23",0.00,2021-03-23,2021-03-29,1
20210323,Northeast,"142,183.12","60,912.06","9,624.27",0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210323,South,"232,000.13","292,975.17","193,096.54","98,346.89","54,189.09","18,327.75",2021-03-23,2021-03-29,1
20210323,Southeast,"238,792.58","51,549.01",967.59,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210323,West,"522,035.20","1,253,031.00","883,782.47","695,807.80","468,471.55","244,512.55",2021-03-23,2021-03-29,1
20210316,High Plains,"62,954.72","446,410.31","335,328.34","222,222.55","71,503.38","15,723.06",2021-03-16,2021-03-22,1
20210316,Midwest,"239,772.33","259,092.97","54,837.63","5,414.14","1,062.23",0.00,2021-03-16,2021-03-22,1
20210316,Northeast,"151,241.58","51,853.61","7,916.43",0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210316,South,"213,474.75","311,500.55","206,640.21","100,992.59","49,424.64","16,554.11",2021-03-16,2021-03-22,1
20210316,Southeast,"237,436.64","52,904.95","4,121.27",0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210316,West,"512,497.57","1,262,568.63","889,260.15","695,616.30","471,342.81","240,988.26",2021-03-16,2021-03-22,1
20210309,High Plains,"25,017.82","484,347.21","427,650.26","279,781.62","95,395.07","16,552.78",2021-03-09,2021-03-15,1
20210309,Midwest,"234,130.60","264,734.69","57,816.93","6,185.86","1,647.50",0.00,2021-03-09,2021-03-15,1
20210309,Northeast,"154,795.44","48,299.75","7,916.43",0.00,0.00,0.00,2021-03-09,2021-03-15,1
20210309,South,"217,576.96","307,398.34","186,335.22","89,308.88","49,037.15","16,187.68",2021-03-09,2021-03-15,1
20210309,Southeast,"249,257.59","41,084.00","4,681.67",0.00,0.00,0.00,2021-03-09,2021-03-15,1
20210309,West,"515,096.29","1,259,969.91","908,982.68","726,033.22","491,214.66","241,817.98",2021-03-09,2021-03-15,1
20210302,High Plains,"37,686.06","471,678.97","420,726.50","269,857.45","95,591.68","16,552.78",2021-03-02,2021-03-08,1
20210302,Midwest,"295,197.72","203,667.58","54,016.26","6,185.86","1,647.50",0.00,2021-03-02,2021-03-08,1
20210302,Northeast,"166,220.52","36,874.67","7,916.43",0.00,0.00,0.00,2021-03-02,2021-03-08,1
20210302,South,"266,007.28","258,968.02","158,155.41","83,614.89","45,974.23","13,271.17",2021-03-02,2021-03-08,1
20210302,Southeast,"262,545.01","27,796.58","4,681.67",0.00,0.00,0.00,2021-03-02,2021-03-08,1
20210302,West,"593,555.47","1,181,510.73","948,616.62","721,533.20","495,779.31","242,251.44",2021-03-02,2021-03-08,1
20210223,High Plains,"37,782.06","471,582.97","419,650.40","270,271.20","97,996.97","16,552.78",2021-02-23,2021-03-01,1
20210223,Midwest,"286,565.56","212,299.74","43,072.61","5,907.32","1,647.50",0.00,2021-02-23,2021-03-01,1
20210223,Northeast,"166,220.52","36,874.67","7,916.43",0.00,0.00,0.00,2021-02-23,2021-03-01,1
20210223,South,"248,453.94","276,521.36","153,477.13","78,140.32","43,346.14","11,334.45",2021-02-23,2021-03-01,1
20210223,Southeast,"264,257.96","26,083.63","2,116.07",0.00,0.00,0.00,2021-02-23,2021-03-01,1
20210223,West,"566,874.06","1,208,192.14","936,893.11","725,872.48","499,726.90","242,360.50",2021-02-23,2021-03-01,1
20210216,High Plains,"37,782.06","471,582.97","419,633.14","242,789.38","102,239.83","18,514.07",2021-02-16,2021-02-22,1
20210216,Midwest,"286,565.56","212,299.74","44,702.22","7,216.89","1,998.45",0.00,2021-02-16,2021-02-22,1
20210216,Northeast,"166,220.52","36,874.67","7,916.43",0.00,0.00,0.00,2021-02-16,2021-02-22,1
20210216,South,"248,642.61","276,332.69","136,703.74","78,008.60","42,292.86","13,836.29",2021-02-16,2021-02-22,1
20210216,Southeast,"248,615.58","41,726.01","3,020.93",0.00,0.00,0.00,2021-02-16,2021-02-22,1
20210216,West,"565,371.64","1,209,694.56","941,341.43","735,723.08","511,190.56","230,990.92",2021-02-16,2021-02-22,1
20210209,High Plains,"35,268.61","474,096.43","425,523.94","262,872.51","129,771.75","25,817.51",2021-02-09,2021-02-15,1
20210209,Midwest,"314,986.92","183,878.37","47,137.23","9,112.85","1,998.45",0.00,2021-02-09,2021-02-15,1
20210209,Northeast,"166,220.52","36,874.67","7,916.43",0.00,0.00,0.00,2021-02-09,2021-02-15,1
20210209,South,"226,596.84","298,378.46","145,737.10","83,593.78","48,318.65","14,742.16",2021-02-09,2021-02-15,1
20210209,Southeast,"240,093.70","50,247.89","5,293.43",0.00,0.00,0.00,2021-02-09,2021-02-15,1
20210209,West,"563,213.13","1,211,853.06","944,119.87","746,028.36","533,932.97","249,734.07",2021-02-09,2021-02-15,1
20210202,High Plains,"35,268.61","474,096.43","425,526.30","264,020.13","131,852.54","25,817.51",2021-02-02,2021-02-08,1
20210202,Midwest,"310,946.60","187,918.70","49,037.27","9,112.85","1,998.45",0.00,2021-02-02,2021-02-08,1
20210202,Northeast,"165,542.96","37,552.22","9,349.12",0.00,0.00,0.00,2021-02-02,2021-02-08,1
20210202,South,"258,001.07","266,974.23","137,295.51","79,506.24","46,500.84","14,503.18",2021-02-02,2021-02-08,1
20210202,Southeast,"226,712.67","63,628.92","3,472.53",0.00,0.00,0.00,2021-02-02,2021-02-08,1
20210202,West,"554,230.36","1,220,835.84","946,485.67","756,223.48","536,086.03","249,481.25",2021-02-02,2021-02-08,1
20210126,High Plains,"33,895.44","475,469.60","436,819.74","263,532.17","129,937.38","25,938.08",2021-01-26,2021-02-01,1
20210126,Midwest,"297,941.18","200,924.12","54,025.12","9,524.21","1,998.45",0.00,2021-01-26,2021-02-01,1
20210126,Northeast,"161,748.63","41,346.56","9,349.12",0.00,0.00,0.00,2021-01-26,2021-02-01,1
20210126,South,"288,022.32","236,952.98","131,509.74","77,662.75","44,816.86","13,987.37",2021-01-26,2021-02-01,1
20210126,Southeast,"251,576.27","38,765.32","1,106.04",0.00,0.00,0.00,2021-01-26,2021-02-01,1
20210126,West,"599,902.34","1,175,163.86","944,942.86","788,505.32","559,389.02","255,532.53",2021-01-26,2021-02-01,1
20210119,High Plains,"26,802.59","482,562.44","419,367.70","252,999.01","130,468.26","29,082.37",2021-01-19,2021-01-25,1
20210119,Midwest,"283,445.58","215,419.72","54,729.84","10,924.70","1,998.45",0.00,2021-01-19,2021-01-25,1
20210119,Northeast,"160,779.72","42,315.47","7,782.30",0.00,0.00,0.00,2021-01-19,2021-01-25,1
20210119,South,"257,609.94","267,365.36","141,161.97","91,519.99","53,143.76","16,112.70",2021-01-19,2021-01-25,1
20210119,Southeast,"262,319.61","28,021.98",157.40,0.00,0.00,0.00,2021-01-19,2021-01-25,1
20210119,West,"607,711.05","1,167,355.15","922,963.12","768,429.35","555,893.06","265,446.70",2021-01-19,2021-01-25,1
20210112,High Plains,"25,742.08","483,622.95","416,246.89","255,698.88","130,494.66","29,082.37",2021-01-12,2021-01-18,1
20210112,Midwest,"296,040.32","202,824.98","54,729.84","10,924.70","2,268.27",0.00,2021-01-12,2021-01-18,1
20210112,Northeast,"159,813.79","43,281.40","7,782.30",0.00,0.00,0.00,2021-01-12,2021-01-18,1
20210112,South,"286,788.40","238,186.90","137,818.71","89,379.29","49,934.84","15,825.85",2021-01-12,2021-01-18,1
20210112,Southeast,"272,934.47","17,407.12",157.40,0.00,0.00,0.00,2021-01-12,2021-01-18,1
20210112,West,"608,672.27","1,166,393.93","924,324.18","769,806.83","555,884.32","262,600.63",2021-01-12,2021-01-18,1
20210105,High Plains,"24,014.28","485,350.75","412,970.69","258,568.65","133,144.53","29,090.54",2021-01-05,2021-01-11,1
20210105,Midwest,"313,590.70","185,274.60","54,928.27","10,924.70","2,268.27",0.00,2021-01-05,2021-01-11,1
20210105,Northeast,"161,462.46","41,632.73","7,378.01",0.00,0.00,0.00,2021-01-05,2021-01-11,1
20210105,South,"247,586.99","277,388.31","165,211.50","104,132.69","52,036.07","21,739.09",2021-01-05,2021-01-11,1
20210105,Southeast,"274,117.67","16,223.92",113.87,0.00,0.00,0.00,2021-01-05,2021-01-11,1
20210105,West,"677,476.24","1,097,589.96","926,735.15","766,758.01","551,841.96","262,914.39",2021-01-05,2021-01-11,1
20201229,High Plains,"19,469.46","489,895.57","420,024.13","256,499.72","137,969.48","29,090.54",2020-12-29,2021-01-04,1
