Codeshare,DestinationAirport,Equipment,Index,SourceAirport,Stops
"",AAE,319,67473,MRS,0
"",AAE,319,67488,ORY,0
"",AAE,736,10240,ORY,0
"",AAE,738,10136,CDG,0
"",AAE,738,10182,IST,0
"",AAE,738,10190,LYS,0
"",AAE,738,10201,MRS,0
"",AAE,ATR,10222,ORN,0
"",AAE,ATR 736 738,10050,ALG,0
"",AAL,319 738,49986,IST,0
"",AAL,319 738,52297,BLL,0
"",AAL,319 738,52447,IST,0
"",AAL,320,62098,BCN,0
"",AAL,320 CR2 319 CR9 321,49844,CPH,0
"",AAL,73H,22199,AGP,0
"",AAL,73H,22217,ALC,0
"",AAL,73H,22505,LGW,0
"",AAL,73H,22659,PMI,0
"",AAL,73H 73G,50053,OSL,0
"",AAL,73H AT7,22366,CPH,0
"",AAL,J31,12849,OSL,0
"",AAL,S20,49724,ARN,0
"",AAL,SF3,22176,BLL,0
"",AAL,SF3,22187,SVG,0
"",AAL,SWM,39904,OSL,0
"",AAN,734,43617,PEW,0
"",AAN,738,33558,CCJ,0
"",AAQ,320,48488,DME,0
"",AAQ,320 319,50897,LED,0
"",AAQ,320 319,51038,SVO,0
"",AAR,738,25832,AGP,0
"",AAR,738,27568,PMI,0
"",AAR,738,27861,STN,0
"",AAR,AT7 320 CR2,49845,CPH,0
"",AAT,73G E90,19253,URC,0
"",AAT,E90,30440,URC,0
"",AAX,AT4,8745,PLU,0
"",AAY,CR7,25786,SAH,0
"",ABA,320,48489,DME,0
"",ABA,320,51039,SVO,0
"",ABA,738,65944,NSK,0
"",ABA,AN4,33302,IKT,0
"",ABB,73G,62501,ABV,0
"",ABB,73G,62545,LOS,0
"",ABD,100,23505,SYZ,0
"",ABD,100,23527,THR,0
"",ABD,100 M82,33466,MHD,0
"",ABD,M82,14361,MHD,0
"",ABD,M82,14383,THR,0
"",ABD,M82 100,33513,THR,0
"",ABE,320 M80,29161,SFB,0
"",ABE,717,20057,ATL,0
"",ABE,DH3,6399,PHL,0
"",ABE,M80,29068,MYR,0
"",ABE,M80,29082,PGD,0
"",ABE,M80 320,29105,PIE,0
"",ABI,ERD ER4,59013,DFW,0
"",ABJ,143,48749,ACC,0
"",ABJ,319,30730,BKO,0
"",ABJ,319,30736,DKR,0
"",ABJ,319,30737,DLA,0
"",ABJ,319,30738,LBV,0
"",ABJ,319 E70,30728,ACC,0
"",ABJ,320,21998,COO,0
"",ABJ,320,22004,DKR,0
"",ABJ,320,54195,TUN,0
"",ABJ,332,40041,ACC,0
"",ABJ,332,40096,LOS,0
"",ABJ,332,48757,ACC,0
"",ABJ,332,50305,COO,0
"",ABJ,333,50364,OUA,0
"",ABJ,333,50635,ORY,0
"",ABJ,333 332,50215,BRU,0
"",ABJ,737,46727,LOS,0
"",ABJ,738,10051,ALG,0
"",ABJ,738,41136,ACC,0
"",ABJ,739,52225,ACC,0
"",ABJ,73G,37519,BKO,0
"",ABJ,73G,37528,COO,0
"",ABJ,73G 738,12088,CMN,0
"",ABJ,73W 738,37200,DKR,0
"",ABJ,73W 738,37250,NBO,0
"",ABJ,73W 752,23738,COO,0
"",ABJ,752,23911,OUA,0
"",ABJ,772,9259,CDG,0
"",ABJ,77W,23064,ACC,0
"",ABJ,CR9,62546,LOS,0
"",ABJ,CRJ,88,BOY,0
"",ABJ,DH8,23733,CKY,0
"",ABJ,DH8,23850,LFW,0
"",ABJ,E70,30732,CKY,0
"",ABJ,E70,30733,COO,0
"",ABJ,E70,30743,OUA,0
"",ABJ,E70 319,30741,LFW,0
"",ABJ,E70 CRJ M87,96,OUA,0
"",ABJ,M82,22773,ACC,0
"",ABJ,M82,22776,FNA,0
"",ABJ,M82,22780,ROB,0
"",ABJ,M87,85,BKO,0
"",ABL,CNC,3008,OBU,0
"",ABL,CNC,3023,OTZ,0
"",ABM,DH1,46604,CNS,0
"",ABQ,320,14048,JFK,0
"",ABQ,320,21338,MSP,0
"",ABQ,320 738 73G,56705,IAH,0
"",ABQ,733 73C,64243,PDX,0
"",ABQ,733 73W,64013,MCI,0
"",ABQ,73C 733 73W,63670,DAL,0
"",ABQ,73C 733 73W,63831,HOU,0
"",ABQ,73C 73W 733,63912,LAS,0
"",ABQ,73C 73W 733,63969,LAX,0
"",ABQ,73C 73W 733,64416,SEA,0
"",ABQ,73W,25035,DEN,0
"",ABQ,73W,63585,BWI,0
"",ABQ,73W,64078,MDW,0
"",ABQ,73W,64197,OAK,0
"",ABQ,73W 735 73C 733,64265,PHX,0
"",ABQ,73W 73C,63700,DEN,0
"",ABQ,73W 73C,64372,SAN,0
"",ABQ,757 320,20058,ATL,0
"",ABQ,CNC,39531,CNM,0
"",ABQ,CNC,39536,LAM,0
"",ABQ,M80 M83,5162,DFW,0
"",ABQ,M80 M83,59014,DFW,0
"",ABS,E70,41147,ASW,0
"",ABT,320,51295,DMM,0
"",ABT,320,51372,JED,0
"",ABT,320,51511,RUH,0
"",ABV,332,9260,CDG,0
"",ABV,332,9876,PHC,0
"",ABV,343,38210,FRA,0
"",ABV,343,38773,SSG,0
"",ABV,738,41166,CAI,0
"",ABV,738 73G,62547,LOS,0
"",ABV,73G,62498,ABB,0
"",ABV,73G,62523,CBQ,0
"",ABV,73G,62531,ENU,0
"",ABV,73G,62564,PHC,0
"",ABV,73G DH4,62566,QOW,0
"",ABV,777,14660,LHR,0
"",ABV,77L,23627,ADD,0
"",ABV,CR9,62516,ACC,0
"",ABV,CR9,62537,ILR,0
"",ABV,CR9 73G,62521,BNI,0
"",ABV,CR9 73G,62572,SKO,0
"",ABV,CR9 73G,62573,YOL,0
"",ABV,CR9 DH4,62535,GMO,0
"",ABV,DH4,62536,IBA,0
"",ABV,DH4,62542,KAN,0
"",ABV,DH4,62568,QRW,0
"",ABX,SF3,67607,MEL,0
"",ABX,SF3,67634,SYD,0
"",ABZ,319,54912,LGW,0
"",ABZ,319 320,55063,LTN,0
"",ABZ,320 319 321,14661,LHR,0
"",ABZ,333,58273,LHR,0
"",ABZ,735,15769,RIX,0
"",ABZ,735,38211,FRA,0
"",ABZ,736 73G,50136,SVG,0
"",ABZ,736 73W 73H,50054,OSL,0
"",ABZ,CR9 CR2,49846,CPH,0
"",ABZ,DH4,15050,BHD,0
"",ABZ,DH4,63305,SVG,0
"",ABZ,DH4 DH3,63156,BGO,0
"",ABZ,E70,9261,CDG,0
"",ABZ,E75 DH4,15062,BHX,0
"",ABZ,E75 DH4,15223,MAN,0
"",ABZ,EMJ 737 F70,36175,AMS,0
"",ABZ,ER3,15576,OSL,0
"",ABZ,ER3 J41,51780,SVG,0
"",ABZ,ER4,15555,BRS,0
"",ABZ,ER4,15562,EBJ,0
"",ABZ,ER4,15569,KSU,0
"",ABZ,ER4,15571,MAN,0
"",ABZ,ER4 ER3,15575,NWI,0
"",ABZ,ER4 J41 S20,51773,NCL,0
"",ABZ,J41,51765,EMA,0
"",ABZ,J41,51768,LBA,0
"",ABZ,J41,51782,SYY,0
"",ABZ,J41,51784,WIC,0
"",ABZ,J41 S20,51766,HUY,0
"",ABZ,J41 S20,51772,MME,0
"",ABZ,S20,51777,NWI,0
"",ACA,319,65850,TIJ,0
"",ACA,320,1112,MEX,0
"",ACA,320,1182,TLC,0
"",ACA,733,61290,MTY,0
"",ACA,738,21274,MEX,0
"",ACA,ATR,61952,MEX,0
"",ACA,ERJ 737 EMJ E70 E75,11052,MEX,0
"",ACC,143,48748,ABJ,0
"",ACC,143,48753,KMS,0
"",ACC,143,48754,TKD,0
"",ACC,143,48755,TML,0
"",ACC,319,291,DKR,0
"",ACC,319,304,LOS,0
"",ACC,319,310,ROB,0
"",ACC,319,32662,MAD,0
"",ACC,319,51631,WDH,0
"",ACC,319 E70,30734,COO,0
"",ACC,320,53682,LIS,0
"",ACC,330,13489,LOS,0
"",ACC,330,36176,AMS,0
"",ACC,332,40039,ABJ,0
"",ACC,332,40046,BEY,0
"",ACC,332,48756,ABJ,0
"",ACC,332,48832,JNB,0
"",ACC,738,12189,LFW,0
"",ACC,738,23628,ADD,0
"",ACC,738,37201,DKR,0
"",ACC,738,37214,FNA,0
"",ACC,738,37251,NBO,0
"",ACC,738,37305,ROB,0
"",ACC,738,41133,ABJ,0
"",ACC,738,41167,CAI,0
"",ACC,738,62571,ROB,0
"",ACC,739,52448,IST,0
"",ACC,73G 738,62548,LOS,0
"",ACC,73W,63139,LOS,0
"",ACC,744,14662,LHR,0
"",ACC,76W,20918,JFK,0
"",ACC,76W,21671,ROB,0
"",ACC,77W,23063,ABJ,0
"",ACC,77W,23122,DXB,0
"",ACC,AT7,1786,KMS,0
"",ACC,ATR,44084,KMS,0
"",ACC,ATR,44085,NYI,0
"",ACC,ATR,44086,TKD,0
"",ACC,ATR,44087,TML,0
"",ACC,CR9,62502,ABV,0
"",ACC,CR9,62528,DKR,0
"",ACC,CRJ,97,OUA,0
"",ACC,E70 319,30720,ABJ,0
"",ACC,ER4,12579,KMS,0
"",ACC,ER4,12580,LOS,0
"",ACC,ER4,12581,TML,0
"",ACC,M82,22770,ABJ,0
"",ACC,M82,22777,FNA,0
"",ACE,319,50671,BRE,0
"",ACE,320,7290,HAM,0
"",ACE,320,7638,SZG,0
"",ACE,320,7783,ZRH,0
"",ACE,320,14617,LGW,0
"",ACE,320,22885,DUB,0
"",ACE,320,23015,ORK,0
"",ACE,320,30800,SZG,0
"",ACE,320,31034,BRU,0
"",ACE,320,51865,BRS,0
"",ACE,320,54913,LGW,0
"",ACE,320,55041,LPL,0
"",ACE,320,62099,BCN,0
"",ACE,320,62195,BIO,0
"",ACE,320,66475,LBA,0
"",ACE,321,7665,TXL,0
"",ACE,321,7735,VIE,0
"",ACE,321,30813,VIE,0
"",ACE,321,51881,EMA,0
"",ACE,321,66447,EMA,0
"",ACE,321,66493,LGW,0
"",ACE,321 320,66409,BHX,0
"",ACE,321 320,66517,LTN,0
"",ACE,321 320,66537,MAN,0
"",ACE,321 332,7145,DUS,0
"",ACE,32S,19772,HAJ,0
"",ACE,32S,19781,HAM,0
"",ACE,32S,19826,LEJ,0
"",ACE,32S,19887,PAD,0
"",ACE,32S,19929,STR,0
"",ACE,32S,19941,SXF,0
"",ACE,332,60667,OVD,0
"",ACE,733,39238,BFS,0
"",ACE,738,7093,CGN,0
"",ACE,738,7383,LEJ,0
"",ACE,738,7432,MUC,0
"",ACE,738,25961,BCN,0
"",ACE,738,26012,BGY,0
"",ACE,738,26075,BHX,0
"",ACE,738,26118,BLQ,0
"",ACE,738,26158,BOH,0
"",ACE,738,26220,BRS,0
"",ACE,738,26288,BVA,0
"",ACE,738,26475,CRL,0
"",ACE,738,26574,DUB,0
"",ACE,738,26652,EDI,0
"",ACE,738,26688,EIN,0
"",ACE,738,26720,EMA,0
"",ACE,738,26805,FKB,0
"",ACE,738,26943,HHN,0
"",ACE,738,27074,LBA,0
"",ACE,738,27162,LPL,0
"",ACE,738,27203,LTN,0
"",ACE,738,27222,MAD,0
"",ACE,738,27255,MAN,0
"",ACE,738,27385,NOC,0
"",ACE,738,27397,NRN,0
"",ACE,738,27501,ORK,0
"",ACE,738,27541,PIK,0
"",ACE,738,27796,SCQ,0
"",ACE,738,27809,SDR,0
"",ACE,738,27843,SNN,0
"",ACE,738,27862,STN,0
"",ACE,738,27994,SVQ,0
"",ACE,738,28276,ZAZ,0
"",ACE,738,60575,BIO,0
"",ACE,738,60682,SCQ,0
"",ACE,738 332,60616,MAD,0
"",ACE,73C,39252,BLK,0
"",ACE,73H,22506,LGW,0
"",ACE,73H,31698,AMS,0
"",ACE,73H,31811,FUE,0
"",ACE,73H,31837,LPA,0
"",ACE,73H,39289,EMA,0
"",ACE,73H,53099,EMA,0
"",ACE,73H,53260,MAN,0
"",ACE,73H,53318,NCL,0
"",ACE,73H,53430,STN,0
"",ACE,73H,53505,EMA,0
"",ACE,73H,53572,NCL,0
"",ACE,73H,53599,STN,0
"",ACE,73H,65233,FRA,0
"",ACE,73H,65260,HAJ,0
"",ACE,73H,65354,STR,0
"",ACE,73H 738,39327,GLA,0
"",ACE,73H 75W,53023,BHX,0
"",ACE,73H 75W,53177,LGW,0
"",ACE,73H 75W,53545,MAN,0
"",ACE,73W 73H,37891,LUX,0
"",ACE,752,51856,BHX,0
"",ACE,752,51890,GLA,0
"",ACE,752,51942,NCL,0
"",ACE,752 753,51903,LGW,0
"",ACE,752 75W,39445,NCL,0
"",ACE,752 75W 73H,39402,MAN,0
"",ACE,753,51919,MAN,0
"",ACE,757,19717,FRA,0
"",ACE,757 32S,19692,DUS,0
"",ACE,757 32S,19866,MUC,0
"",ACE,75W,53137,GLA,0
"",ACE,75W,53485,BHX,0
"",ACE,75W,53515,GLA,0
"",ACE,75W,53524,LGW,0
"",ACE,75W 73H,53235,LTN,0
"",ACE,75W 752,39358,LBA,0
"",ACE,AT4,46002,LPA,0
"",ACE,AT7,43747,TFN,0
"",ACE,CR9 AT7,43727,LPA,0
"",ACH,DH3,421,EBA,0
"",ACH,E70,45642,VIE,0
"",ACI,BNT,30147,GCI,0
"",ACI,BNT,30159,SOU,0
"",ACK,CNA,3621,BOS,0
"",ACK,CNA,3636,EWB,0
"",ACK,CNA,3652,MVY,0
"",ACK,PL2,52212,HPN,0
"",ACK,PL2,52221,TEB,0
"",ACR,BE1,3831,LCR,0
"",ACR,BE1,3854,SVI,0
"",ACT,ER4,59015,DFW,0
"",ACU,DHT,2882,PYC,0
"",ACX,319,18101,CAN,0
"",ACX,319,42083,PVG,0
"",ACX,737,37108,NAY,0
"",ACX,CR9,29247,CKG,0
"",ACX,CR9 CR2,29293,KWE,0
"",ACY,319,43342,BOS,0
"",ACY,319,43388,DTW,0
"",ACY,319,43518,ORD,0
"",ACY,319,43546,RSW,0
"",ACY,319,43565,TPA,0
"",ACY,320,43484,MCO,0
"",ACY,320,43502,MYR,0
"",ACY,320 319,43401,FLL,0
"",ACZ,100,23464,MHD,0
"",ADA,319 320 738 321 73W 739,52449,IST,0
"",ADA,320,3255,IST,0
"",ADA,320,36132,EBL,0
"",ADA,320,36135,ECN,0
"",ADA,320,36141,IST,0
"",ADA,320,65618,JED,0
"",ADA,321,66311,EBL,0
"",ADA,738,45371,ADB,0
"",ADA,738,45406,AYT,0
"",ADA,738,45451,ECN,0
"",ADA,738,45594,TZX,0
"",ADA,738,45599,VAN,0
"",ADA,738,65455,ADB,0
"",ADA,738,65488,AYT,0
"",ADA,738 320,45508,SAW,0
"",ADB,320,3256,IST,0
"",ADB,320,22886,DUB,0
"",ADB,320,31060,CDG,0
"",ADB,320,36136,ECN,0
"",ADB,320,36142,IST,0
"",ADB,320,52418,HAM,0
"",ADB,320,54914,LGW,0
"",ADB,320 738 330 319 739 321 343 73W 77W,52450,IST,0
"",ADB,321 319 320,38552,MUC,0
"",ADB,738,45365,ADA,0
"",ADB,738,45395,AMS,0
"",ADB,738,45401,ASR,0
"",ADB,738,45404,ATH,0
"",ADB,738,45407,AYT,0
"",ADB,738,45427,BRU,0
"",ADB,738,45430,BSL,0
"",ADB,738,45437,DIY,0
"",ADB,738,45444,DUS,0
"",ADB,738,45452,ECN,0
"",ADB,738,45461,ESB,0
"",ADB,738,45470,EZS,0
"",ADB,738,45475,GNY,0
"",ADB,738,45480,GZT,0
"",ADB,738,45484,HTY,0
"",ADB,738,45488,IST,0
"",ADB,738,45496,MQM,0
"",ADB,738,45585,STN,0
"",ADB,738,45587,STR,0
"",ADB,738,45595,TZX,0
"",ADB,738,45601,VAS,0
"",ADB,738,65453,ADA,0
"",ADB,738,65483,AMS,0
"",ADB,738,65485,ARN,0
"",ADB,738,65486,ASR,0
"",ADB,738,65489,AYT,0
"",ADB,738,65508,BRE,0
"",ADB,738,65509,BSL,0
"",ADB,738,65511,CDG,0
"",ADB,738,65512,CGN,0
"",ADB,738,65514,CPH,0
"",ADB,738,65515,DIY,0
"",ADB,738,65516,DTM,0
"",ADB,738,65518,DUS,0
"",ADB,738,65520,FRA,0
"",ADB,738,65523,GZT,0
"",ADB,738,65524,HAJ,0
"",ADB,738,65526,HAM,0
"",ADB,738,65528,HEL,0
"",ADB,738,65532,LYS,0
"",ADB,738,65533,MUC,0
"",ADB,738,65535,NTE,0
"",ADB,738,65538,SAW,0
"",ADB,738,65541,STR,0
"",ADB,738,65543,SXB,0
"",ADB,738,65545,TXL,0
"",ADB,738,65547,TZX,0
"",ADB,738,65548,VIE,0
"",ADB,738,65550,ZRH,0
"",ADB,738 320,45509,SAW,0
"",ADB,738 320,52780,SAW,0
"",ADB,73H,31761,BJV,0
"",ADB,73H,37892,LUX,0
"",ADB,73W,31699,AMS,0
"",ADB,75W,53024,BHX,0
"",ADB,75W,53178,LGW,0
"",ADB,75W,53261,MAN,0
"",ADD,310 330,33694,SAH,0
"",ADD,320,29879,BAH,0
"",ADD,320,47341,DOH,0
"",ADD,320,49306,KRT,0
"",ADD,320,51373,JED,0
"",ADD,320,51512,RUH,0
"",ADD,332,23123,DXB,0
"",ADD,333,38450,JED,0
"",ADD,738,23623,ACC,0
"",ADD,738,23703,BEY,0
"",ADD,738,23717,BLZ,0
"",ADD,738,23745,DAR,0
"",ADD,738,23841,KWI,0
"",ADD,738,23843,LBV,0
"",ADD,738,23882,MBA,0
"",ADD,738,23919,PNR,0
"",ADD,738,23923,RUH,0
"",ADD,738,41168,CAI,0
"",ADD,738,52451,IST,0
"",ADD,738 73W,23906,NLA,0
"",ADD,738 752,23821,JED,0
"",ADD,738 752 763,23898,NDJ,0
"",ADD,738 763,23896,NBO,0
"",ADD,738 DH8,23839,KRT,0
"",ADD,738 DH8 73W,23889,MQX,0
"",ADD,73G,65109,MCT,0
"",ADD,73H,28420,DXB,0
"",ADD,73W,23760,DMM,0
"",ADD,73W,23884,MCT,0
"",ADD,73W,23947,ZNZ,0
"",ADD,73W,37397,KWI,0
"",ADD,73W 738,23727,CAI,0
"",ADD,73W 738,23837,KGL,0
"",ADD,73W 738,23888,MPM,0
"",ADD,73W 752,23740,COO,0
"",ADD,73W 788,23853,LFW,0
"",ADD,73W DH8,23824,JIB,0
"",ADD,73W DH8,41285,JIB,0
"",ADD,752,23694,ARN,0
"",ADD,752,23748,DEL,0
"",ADD,752,23766,ENU,0
"",ADD,752,23902,NIM,0
"",ADD,752,23912,OUA,0
"",ADD,763,23708,BKK,0
"",ADD,763,23712,BKO,0
"",ADD,763,23730,CDG,0
"",ADD,763,23754,DLA,0
"",ADD,763,23764,EBB,0
"",ADD,763,23768,FCO,0
"",ADD,763,23935,SSG,0
"",ADD,763,23941,TLV,0
"",ADD,763,45120,NBO,0
"",ADD,763,50424,BKK,0
"",ADD,763 788,23813,HKG,0
"",ADD,77L,16676,PEK,0
"",ADD,77L,23618,ABV,0
"",ADD,77L,23831,JNB,0
"",ADD,77L,23873,LOS,0
"",ADD,77L,23917,PEK,0
"",ADD,77L 738 788 763,23762,DXB,0
"",ADD,77L 788,23818,IAD,0
"",ADD,77L 788,23922,PVG,0
"",ADD,77W,16050,CAN,0
"",ADD,77W,23729,CAN,0
"",ADD,77W,23842,LAD,0
"",ADD,77W,41299,LAD,0
"",ADD,788,23721,BOM,0
"",ADD,788,23725,BZV,0
"",ADD,788,23774,FRA,0
"",ADD,788,23815,HRE,0
"",ADD,788,23876,LUN,0
"",ADD,788,23946,YYZ,0
"",ADD,788 77L,23862,LHR,0
"",ADD,DH8,23692,AMH,0
"",ADD,DH8,23699,ASO,0
"",ADD,DH8,23700,AXU,0
"",ADD,DH8,23706,BJR,0
"",ADD,DH8,23802,GDQ,0
"",ADD,DH8,23805,GMB,0
"",ADD,DH8,23812,HGA,0
"",ADD,DH8,23826,JIJ,0
"",ADD,DH8,23829,JIM,0
"",ADD,DH8,23865,LLI,0
"",ADD,DH8,23938,SZE,0
"",ADD,DH8 73W,23749,DIR,0
"",ADD,DH8 73W,23836,JUB,0
"",ADD,DH8 763,23834,JRO,0
"",ADD,E90,37222,JIB,0
"",ADD,E90,37252,NBO,0
"",ADE,310,33632,AMM,0
"",ADE,310 320 CR2 330,33695,SAH,0
"",ADE,320,33637,AUH,0
"",ADE,320,33643,BOM,0
"",ADE,320,33645,CAI,0
"",ADE,320,33654,DOH,0
"",ADE,320,33656,DXB,0
"",ADE,320,33669,JED,0
"",ADE,320,51374,JED,0
"",ADE,320,57942,ASM,0
"",ADE,320,57947,DXB,0
"",ADE,320 E95 E75,47916,AMM,0
"",ADE,738,52778,SAH,0
"",ADE,CR7,25772,AHB,0
"",ADE,CR7,25775,DMM,0
"",ADE,CR7,25777,GXF,0
"",ADE,CR7,25782,RIY,0
"",ADE,CR7,25787,SAH,0
"",ADE,CR7,25794,SHJ,0
"",ADE,EM2,65553,BBO,0
"",ADF,738 320,52452,IST,0
"",ADK,734 73Q,11525,ANC,0
"",ADL,320,34912,AKL,0
"",ADL,320,34924,BNE,0
"",ADL,320,34945,CNS,0
"",ADL,320,34954,DPS,0
"",ADL,320,34961,DRW,0
"",ADL,320,34986,MEL,0
"",ADL,320,35017,OOL,0
"",ADL,320,35026,PER,0
"",ADL,320,35037,SYD,0
"",ADL,320,43849,AKL,0
"",ADL,320,54059,BNE,0
"",ADL,320,54071,MEL,0
"",ADL,320,54087,SYD,0
"",ADL,330,19548,KUL,0
"",ADL,333,17873,HKG,0
"",ADL,333,23925,SIN,0
"",ADL,333,40618,KUL,0
"",ADL,333,50524,SIN,0
"",ADL,73H,46757,ASP,0
"",ADL,73H,46785,BNE,0
"",ADL,73H,46824,CBR,0
"",ADL,73H,46865,DRW,0
"",ADL,73H,46980,MEL,0
"",ADL,73H,47045,PER,0
"",ADL,73H,61054,DPS,0
"",ADL,73H 717,47103,SYD,0
"",ADL,77W,23124,DXB,0
"",ADL,SF3,67583,BHQ,0
"",ADL,SF3,67592,CED,0
"",ADL,SF3,67593,CPD,0
"",ADL,SF3,67603,KGC,0
"",ADL,SF3,67614,MGB,0
"",ADL,SF3,67619,MQL,0
"",ADL,SF3,67632,PLO,0
"",ADL,SF3,67659,WYA,0
"",ADL,SWM,49565,PUG,0
"",ADQ,734 73Q,11526,ANC,0
"",ADQ,CNA,2982,AKK,0
"",ADQ,CNA,2983,KOZ,0
"",ADQ,CNA,2984,OLH,0
"",ADQ,CNA,2985,ORI,0
"",ADQ,DH8 BE1,2555,ANC,0
"",ADU,100,33467,MHD,0
"",ADU,100,33514,THR,0
"",ADU,AT7 100,23528,THR,0
"",ADZ,320,12305,BOG,0
"",ADZ,320,17576,BOG,0
"",ADZ,E90,17655,PTY,0
"",ADZ,L4T,3850,PVA,0
"",AEB,738,31158,CAN,0
"",AEB,CR9,29248,CKG,0
"",AEB,CR9,29301,KWL,0
"",AEP,320,34283,GRU,0
"",AEP,320,37605,BRC,0
"",AEP,320,37664,IGR,0
"",AEP,320,37730,MDZ,0
"",AEP,320,37771,SCL,0
"",AEP,737,11410,ASU,0
"",AEP,737,11413,BHI,0
"",AEP,737,11415,BRC,0
"",AEP,737,11422,COR,0
"",AEP,737,11429,CRD,0
"",AEP,737,11460,FLN,0
"",AEP,737,11462,FTE,0
"",AEP,737,11465,GIG,0
"",AEP,737,11467,GRU,0
"",AEP,737,11469,IGR,0
"",AEP,737,11474,JUJ,0
"",AEP,737,11479,MDQ,0
"",AEP,737,11480,MDZ,0
"",AEP,737,11487,MVD,0
"",AEP,737,11489,NQN,0
"",AEP,737,11493,POA,0
"",AEP,737,11495,PSS,0
"",AEP,737,11496,REL,0
"",AEP,737,11498,RES,0
"",AEP,737,11499,RGA,0
"",AEP,737,11500,RGL,0
"",AEP,737,11505,SCL,0
"",AEP,737,11507,SDE,0
"",AEP,737,11509,SLA,0
"",AEP,737,11513,TUC,0
"",AEP,737,11514,UAQ,0
"",AEP,737,11515,USH,0
"",AEP,738,28685,GRU,0
"",AEP,AT7,2024,MVD,0
"",AEP,AT7,2032,PDP,0
"",AEP,M82,44933,PMY,0
"",AEP,M82,44934,SLA,0
"",AEP,SF3,3291,MDQ,0
"",AEP,SF3,3298,PRA,0
"",AEP,SF3,3307,ROS,0
"",AEP,SF3,3310,SFN,0
"",AER,319,50813,EVN,0
"",AER,319,50852,IST,0
"",AER,319,50882,KRR,0
"",AER,319,50991,OMS,0
"",AER,319,51169,SVX,0
"",AER,319,51177,TAS,0
"",AER,320,55526,DME,0
"",AER,320,55632,LBD,0
"",AER,320,55696,SVX,0
"",AER,320 319,50898,LED,0
"",AER,320 738 319,48490,DME,0
"",AER,321,52453,IST,0
"",AER,321 738 320,51040,SVO,0
"",AER,734 735,58137,DME,0
"",AER,735,2822,DYU,0
"",AER,735,47277,EVN,0
"",AER,735 CRJ,13817,MSQ,0
"",AER,737,51732,LBD,0
"",AER,738,45596,TZX,0
"",AER,738,65913,KJA,0
"",AER,738,65945,NSK,0
"",AER,73G,58362,VKO,0
"",AER,767,32067,TAS,0
"",AER,CR2,14,KZN,0
"",AER,DH4,47784,KRR,0
"",AER,EM2,3878,KIV,0
"",AES,320,62777,GDN,0
"",AES,320,63036,VNO,0
"",AES,733 73H,22582,OSL,0
"",AES,736,49805,BGO,0
"",AES,736,50165,TRD,0
"",AES,736 73W 73G 73H 738,50055,OSL,0
"",AES,73H,22218,ALC,0
"",AES,73H,22507,LGW,0
"",AES,CR2 CR9,49847,CPH,0
"",AES,DH3 DH4,63157,BGO,0
"",AES,DH4,15770,RIX,0
"",AET,CNC,3371,BTT,0
"",AET,CNC,3374,FAI,0
"",AEX,ER4,59016,DFW,0
"",AEY,F50 DH8,43842,RKV,0
"",AFL,E90,8564,CGB,0
"",AFZ,100,23529,THR,0
"",AGA,319,12077,BRU,0
"",AGA,319,50216,BRU,0
"",AGA,319,54631,CDG,0
"",AGA,319,54915,LGW,0
"",AGA,319,55100,LYS,0
"",AGA,320,31035,BRU,0
"",AGA,320,31080,LGG,0
"",AGA,320,55420,SXF,0
"",AGA,320,66538,MAN,0
"",AGA,32S,19693,DUS,0
"",AGA,32S,19718,FRA,0
"",AGA,32S,19827,LEJ,0
"",AGA,32S,19867,MUC,0
"",AGA,738,12170,EUN,0
"",AGA,738,12222,ORY,0
"",AGA,738,12285,VIL,0
"",AGA,738,26476,CRL,0
"",AGA,738,27334,MRS,0
"",AGA,73G AT7 738,12089,CMN,0
"",AGA,73H,31865,RAK,0
"",AGA,73H,53179,LGW,0
"",AGA,73H,53220,LIL,0
"",AGA,73H,53262,MAN,0
"",AGA,73H,53525,LGW,0
"",AGA,73H,53546,MAN,0
"",AGA,73H 320,53346,ORY,0
"",AGA,73W 73H,37893,LUX,0
"",AGB,FRJ,50725,MRS,0
"",AGF,AT5,4517,DCM,0
"",AGF,AT5,4597,ORY,0
"",AGH,736 S20 73W 717 73H AT7,49726,ARN,0
"",AGH,AT7,19576,BMA,0
"",AGM,BH2,29999,IOQ,0
"",AGM,BH2,30052,KUS,0
"",AGM,BH2,30056,KUZ,0
"",AGM,BH2,30083,SGG,0
"",AGM,BH2,30090,TQI,0
"",AGN,DHP,33823,JNU,0
"",AGP,310,53992,YUL,0
"",AGP,319,1642,TXL,0
"",AGP,319,54475,BFS,0
"",AGP,319,55042,LPL,0
"",AGP,319,55259,NCL,0
"",AGP,319,55362,SEN,0
"",AGP,319,55392,STN,0
"",AGP,319 320,13264,FCO,0
"",AGP,319 320,54575,BSL,0
"",AGP,319 320,54632,CDG,0
"",AGP,319 320,54793,GVA,0
"",AGP,319 320,55064,LTN,0
"",AGP,319 320,55134,MAN,0
"",AGP,319 320,55180,MXP,0
"",AGP,319 734 320,14618,LGW,0
"",AGP,320,14663,LHR,0
"",AGP,320,22855,BHD,0
"",AGP,320,23016,ORK,0
"",AGP,320,23044,SNN,0
"",AGP,320,31066,FAO,0
"",AGP,320,32657,LYS,0
"",AGP,320,32856,PMI,0
"",AGP,320,38126,DUS,0
"",AGP,320,51041,SVO,0
