Codeshare,DestinationAirport,Equipment,Index,SourceAirport,Stops
"",ANC,73J 73H 734 739 73Q 73G,11911,SEA,0
"",ANC,73Q,11605,BRW,0
"",ANC,73Q,11612,CDV,0
"",ANC,73Q,11907,SCC,0
"",ANC,73Q 734,11582,BET,0
"",ANC,73Q 734,11797,OME,0
"",ANC,73Q 734,11809,OTZ,0
"",ANC,757 738,21342,MSP,0
"",ANC,BE1,2603,CDV,0
"",ANC,BE1 DH8,2565,ANI,0
"",ANC,BE1 DH8,2616,ENA,0
"",ANC,BE1 DH8,2635,HOM,0
"",ANC,BEC,30538,ENA,0
"",ANC,DH8,2578,BET,0
"",ANC,DH8,2661,KSM,0
"",ANC,DH8,2754,UNK,0
"",ANC,DH8 BE1,2550,ADQ,0
"",ANC,DH8 BE1,2617,FAI,0
"",ANC,DH8 BE1,2759,VDZ,0
"",ANC,SF3,11554,ANI,0
"",ANC,SF3,11756,MCG,0
"",ANC,SF3,37335,AKN,0
"",ANC,SF3,37345,ANI,0
"",ANC,SF3,37350,CDB,0
"",ANC,SF3,37351,DLG,0
"",ANC,SF3,37353,MCG,0
"",ANC,SF3,37357,SDP,0
"",ANC,SF3,37358,SNP,0
"",ANC,SF3,37360,STG,0
"",ANC,SF3,37362,UNK,0
"",ANF,319,30582,CJC,0
"",ANF,319 320,30573,ARI,0
"",ANF,319 320,30591,IQQ,0
"",ANF,319 320,30595,LSC,0
"",ANF,319 320,30605,SCL,0
"",ANF,320,37668,IQQ,0
"",ANF,320 319,37773,SCL,0
"",ANF,737,2016,SCL,0
"",ANG,DH4,37880,FSC,0
"",ANI,"",2964,RSH,0
"",ANI,"",2965,SHX,0
"",ANI,BE1 DH8,2556,ANC,0
"",ANI,SF3,11528,ANC,0
"",ANI,SF3,11757,MCG,0
"",ANI,SF3,37337,ANC,0
"",ANI,SF3,37354,MCG,0
"",ANM,AT5,40015,TNR,0
"",ANM,AT5 DHT,40009,TMM,0
"",ANM,DHT AT5,40034,WMN,0
"",ANR,F50,65053,LCY,0
"",ANS,DH8,62580,LIM,0
"",ANU,319,4893,CLT,0
"",ANU,319,58751,CLT,0
"",ANU,320,8389,YYZ,0
"",ANU,333,61754,LGW,0
"",ANU,333,61843,UVF,0
"",ANU,738,5593,JFK,0
"",ANU,738,6002,MIA,0
"",ANU,738,15927,BGI,0
"",ANU,738,15947,KIN,0
"",ANU,738,59414,JFK,0
"",ANU,738,59676,MIA,0
"",ANU,738 739,56284,EWR,0
"",ANU,73W,64854,YYZ,0
"",ANU,767,19904,POP,0
"",ANU,777,14622,LGW,0
"",ANU,777,14886,PUJ,0
"",ANU,777,14901,SKB,0
"",ANU,777,14909,TAB,0
"",ANU,AT4,38922,SDQ,0
"",ANU,AT4 AT7 DH3,38940,SXM,0
"",ANU,AT5,590,PTP,0
"",ANU,AT7,38923,SJU,0
"",ANU,AT7,38927,SLU,0
"",ANU,AT7 AT4,38925,SKB,0
"",ANU,AT7 DH3,38904,DOM,0
"",ANU,BNI,1990,NEV,0
"",ANU,BNT,46382,SBH,0
"",ANU,CNC PL2,52214,SBH,0
"",ANU,DH3,38894,AXA,0
"",ANU,DH3,38920,PTP,0
"",ANU,DH3 AT4 AT7,38896,BGI,0
"",ANV,CNA,2961,HCR,0
"",ANX,DH1,63291,SKN,0
"",ANX,DH1 DH3,63182,BOO,0
"",ANX,DH1 DH3 DH2,63316,TOS,0
"",ANX,DH3 DH1,63204,EVE,0
"",AOE,738,52303,BRU,0
"",AOG,320,18914,PEK,0
"",AOG,737,25646,PVG,0
"",AOI,717,60845,CTA,0
"",AOI,738,25882,AHO,0
"",AOI,738,26480,CRL,0
"",AOI,738,27401,NRN,0
"",AOI,738,27866,STN,0
"",AOI,738,28086,TPS,0
"",AOI,CRJ,1361,DUS,0
"",AOI,CRJ,1643,TXL,0
"",AOI,E75,13268,FCO,0
"",AOJ,73H,34569,HND,0
"",AOJ,73H,35917,ICN,0
"",AOJ,E70,34128,NKM,0
"",AOK,320,7436,MUC,0
"",AOK,DH4,4244,ATH,0
"",AOK,DH4,44195,ATH,0
"",AOK,DH8,4385,KSJ,0
"",AOK,DH8,4420,RHO,0
"",AOK,DH8,44268,KSJ,0
"",AOK,DH8,44287,RHO,0
"",AOQ,BH2,30038,JUV,0
"",AOR,320,10732,KUL,0
"",AOR,738 734,40621,KUL,0
"",AOR,AT7,28362,SZB,0
"",AOR,AT7,44376,SZB,0
"",AOS,BNI,171,ADQ,0
"",APF,CNA,65396,MIA,0
"",APL,735 E90 EM2,52965,VXC,0
"",APL,735 E90 ER4,52936,MPM,0
"",APL,E90 E70,37254,NBO,0
"",APL,EM2 ER4,52919,BEW,0
"",APL,EM2 ER4,52952,TET,0
"",APL,ER4,37303,POL,0
"",APL,ER4,52929,JNB,0
"",APL,ER4 E90,52947,POL,0
"",APO,AT7,3823,EOH,0
"",APO,ER4,3798,BOG,0
"",APW,320 763,43850,AKL,0
"",APW,73H,24788,HNL,0
"",APW,73H,24800,NAN,0
"",AQA,AT7,8855,VCP,0
"",AQG,CR9,29249,CKG,0
"",AQG,CR9,29324,XMN,0
"",AQG,E90,18104,CAN,0
"",AQG,E90,30229,HAK,0
"",AQG,E90,30368,PEK,0
"",AQG,EMB,42201,SHA,0
"",AQG,EMB,42442,WUH,0
"",AQI,E70,51379,JED,0
"",AQI,E70,51516,RUH,0
"",AQJ,319,52460,IST,0
"",AQJ,320 E95 E75 319,47919,AMM,0
"",AQP,319,37677,JUL,0
"",AQP,737,45304,LIM,0
"",AQP,737,45313,TCQ,0
"",AQP,CRJ,66344,LPB,0
"",ARC,CNC,3402,VEE,0
"",ARH,735,1998,LED,0
"",ARH,735,2008,SVO,0
"",ARH,A81 319,50901,LED,0
"",ARH,AN4,58517,NNM,0
"",ARH,AT5,2005,NNM,0
"",ARI,320,30594,LPB,0
"",ARI,320,37669,IQQ,0
"",ARI,320,37774,SCL,0
"",ARI,320 319,30592,IQQ,0
"",ARK,AT4 AT7,46389,DAR,0
"",ARM,SF3,67635,SYD,0
"",ARN,319,4382,KLX,0
"",ARN,319,24124,BEG,0
"",ARN,319,35332,BEG,0
"",ARN,319,36058,PRG,0
"",ARN,319,44440,PRG,0
"",ARN,319,47594,PRG,0
"",ARN,319,49997,KLX,0
"",ARN,319,50902,LED,0
"",ARN,319,54797,GVA,0
"",ARN,319 320,12661,HEL,0
"",ARN,320,22890,DUB,0
"",ARN,320,48426,PDL,0
"",ARN,320,51044,SVO,0
"",ARN,320,53686,LIS,0
"",ARN,320,62104,BCN,0
"",ARN,320,62445,BGW,0
"",ARN,320 319,39609,GVA,0
"",ARN,320 319 73W 73H 321 73G 736 717,49850,CPH,0
"",ARN,320 321,39738,ZRH,0
"",ARN,320 321 32A 319,9266,CDG,0
"",ARN,321,23743,CPH,0
"",ARN,321,66313,EBL,0
"",ARN,321 319 767 320,14667,LHR,0
"",ARN,321 32A,38219,FRA,0
"",ARN,321 738,49987,IST,0
"",ARN,321 738,52461,IST,0
"",ARN,333,16677,PEK,0
"",ARN,333,49936,EWR,0
"",ARN,333,50050,ORD,0
"",ARN,340,23436,IKA,0
"",ARN,717,23810,HEL,0
"",ARN,717,49814,BHX,0
"",ARN,717,50120,PUY,0
"",ARN,717,50160,TOS,0
"",ARN,717 73G 736 73W 73H,50193,ZRH,0
"",ARN,717 73G 73H,49932,EDI,0
"",ARN,717 73W,50167,TRD,0
"",ARN,717 73W 736,49721,AMS,0
"",ARN,717 73W AT7,16332,HEL,0
"",ARN,736,50130,SKG,0
"",ARN,736 717 73H 73W,50026,MAN,0
"",ARN,736 717 73W 73H,49929,DUS,0
"",ARN,736 73H 717,16316,GVA,0
"",ARN,736 73H 717,49967,GVA,0
"",ARN,736 73H 73W 73G,50000,KRN,0
"",ARN,736 73H 73W 73G,50006,LED,0
"",ARN,736 73H 73W 73G 717,50128,SFT,0
"",ARN,736 73W,49807,BGO,0
"",ARN,736 73W 717,49832,BRU,0
"",ARN,736 73W 738,23908,OSL,0
"",ARN,736 AT7 73W,49996,KLR,0
"",ARN,736 S20 73W 717 73H AT7,49707,AGH,0
"",ARN,737,36179,AMS,0
"",ARN,738,12093,CMN,0
"",ARN,738,65457,ADB,0
"",ARN,738 320,45512,SAW,0
"",ARN,738 320 319 321,31574,TXL,0
"",ARN,738 320 321 319,7669,TXL,0
"",ARN,73G,50695,EBL,0
"",ARN,73G,50713,ISU,0
"",ARN,73G 736 73W 73H,50052,OSD,0
"",ARN,73G 73H 73W 736 717,49973,HAM,0
"",ARN,73H,22200,AGP,0
"",ARN,73H,22215,AJA,0
"",ARN,73H,22219,ALC,0
"",ARN,73H,22243,AMS,0
"",ARN,73H,22295,ATH,0
"",ARN,73H,22303,BCN,0
"",ARN,73H,22315,BEG,0
"",ARN,73H,22319,BGO,0
"",ARN,73H,22351,BUD,0
"",ARN,73H,22361,CHQ,0
"",ARN,73H,22370,CPH,0
"",ARN,73H,22407,CTA,0
"",ARN,73H,22410,DBV,0
"",ARN,73H,22420,EDI,0
"",ARN,73H,22427,FAO,0
"",ARN,73H,22431,FCO,0
"",ARN,73H,22445,GOT,0
"",ARN,73H,22460,HEL,0
"",ARN,73H,22489,KRK,0
"",ARN,73H,22495,KRN,0
"",ARN,73H,22501,LCA,0
"",ARN,73H,22510,LGW,0
"",ARN,73H,22537,LLA,0
"",ARN,73H,22538,LPA,0
"",ARN,73H,22550,MAN,0
"",ARN,73H,22556,MMX,0
"",ARN,73H,22561,MUC,0
"",ARN,73H,22566,NCE,0
"",ARN,73H,22576,OLB,0
"",ARN,73H,22577,ORY,0
"",ARN,73H,22660,PMI,0
"",ARN,73H,22667,PMO,0
"",ARN,73H,22668,PRG,0
"",ARN,73H,22673,PSA,0
"",ARN,73H,22679,RIX,0
"",ARN,73H,22686,SJJ,0
"",ARN,73H,22687,SPU,0
"",ARN,73H,22701,SXF,0
"",ARN,73H,22719,TLV,0
"",ARN,73H,22753,UME,0
"",ARN,73H,22754,VAA,0
"",ARN,73H,22755,VCE,0
"",ARN,73H,22759,VNO,0
"",ARN,73H,49708,AGP,0
"",ARN,73H,49713,ALC,0
"",ARN,73H,49796,ATH,0
"",ARN,73H,49799,BCN,0
"",ARN,73H,49939,FCO,0
"",ARN,73H,50031,MLA,0
"",ARN,73H,50111,PMI,0
"",ARN,73H,50132,SPU,0
"",ARN,73H 717,50116,PRG,0
"",ARN,73H 717 73W 736,50177,TXL,0
"",ARN,73H 733,22588,OSL,0
"",ARN,73H 736 717 73W,49926,DUB,0
"",ARN,73H 736 717 73W 73G AT7,50032,MMX,0
"",ARN,73H 736 73W,50148,SVO,0
"",ARN,73H 736 73W 73G 717,50016,LLA,0
"",ARN,73H 73G 736 73W 717,49840,CDG,0
"",ARN,73H 73W,49925,DBV,0
"",ARN,73H 73W,50024,MAD,0
"",ARN,73H 73W,50044,NCE,0
"",ARN,73H S20 736 717 73W AT7,50125,RNB,0
"",ARN,73W,49826,BLQ,0
"",ARN,73W 736 AT7 S20 73H 717,50126,SDL,0
"",ARN,73W 738 736 73H 73G 717,50060,OSL,0
"",ARN,73W 73H 717 736,50013,LIN,0
"",ARN,73W 73H 717 736 73G,49942,FRA,0
"",ARN,73W 73H 736 73G,50180,UME,0
"",ARN,73W 73H 736 73G 717,50008,LHR,0
"",ARN,73W 73H 73G 736 717,49958,GOT,0
"",ARN,752,56285,EWR,0
"",ARN,75W,24743,KEF,0
"",ARN,773,49817,BKK,0
"",ARN,773,52025,BKK,0
"",ARN,77W,23129,DXB,0
"",ARN,788,47345,DOH,0
"",ARN,AB6,33423,IKA,0
"",ARN,AT7,17099,VAA,0
"",ARN,AT7,50182,VBY,0
"",ARN,ATP,144,GEV,0
"",ARN,ATP,153,KRF,0
"",ARN,ATP,157,LYC,0
"",ARN,ATP,49955,GEV,0
"",ARN,ATP SF3,150,JKG,0
"",ARN,ATR,160,OER,0
"",ARN,CR9 320 321 319,38556,MUC,0
"",ARN,CRJ,1271,CGN,0
"",ARN,CRJ,1362,DUS,0
"",ARN,CRJ,1433,HAM,0
"",ARN,CRJ,13819,MSQ,0
"",ARN,DH4 735 73C 733,15772,RIX,0
"",ARN,E70 CR9,44911,TLL,0
"",ARN,E70 E75,39133,WAW,0
"",ARN,E90,30815,VIE,0
"",ARN,ER4,37896,LUX,0
"",ARN,S20,17008,TMP,0
"",ARN,S20,49692,AAL,0
"",ARN,S20,49821,BLL,0
"",ARN,S20,50186,VNO,0
"",ARN,SF3,155,KSD,0
"",ARN,SF3,158,MHQ,0
"",ARN,SF3,162,POR,0
"",ARN,SF3,165,TRF,0
"",ARN,SF3,167,VHM,0
"",ARN,SF3,169,VXO,0
"",ARN,SF3 ATP,146,HAD,0
"",ARN,SF3 ATP,166,VBY,0
"",ART,ERD,59873,ORD,0
"",ARU,AT7,8645,GRU,0
"",ARU,AT7,8856,VCP,0
"",ARW,320,62643,BGY,0
"",ASB,319,48493,DME,0
"",ASB,321,52462,IST,0
"",ASB,333 343,38403,GYD,0
"",ASB,733,51795,DEL,0
"",ASB,733,51797,DXB,0
"",ASB,735,13820,MSQ,0
"",ASB,738,51798,FRA,0
"",ASB,738 752,51799,IST,0
"",ASB,73G,19256,URC,0
"",ASB,73H,28423,DXB,0
"",ASB,752,51793,ATQ,0
"",ASB,752,51794,BHX,0
"",ASB,752,51800,LHR,0
"",ASB,752 738,51796,DME,0
"",ASF,319,48494,DME,0
"",ASF,319 320,51045,SVO,0
"",ASF,738,52782,SAW,0
"",ASF,CR2,15,KZN,0
"",ASF,CR2,24,MRV,0
"",ASF,CRJ,22144,SCO,0
"",ASF,SU9,564,DME,0
"",ASF,SU9,576,LED,0
"",ASJ,73H,34570,HND,0
"",ASM,310,33697,SAH,0
"",ASM,320,41173,CAI,0
"",ASM,320,57940,ADE,0
"",ASM,320,57948,EBB,0
"",ASM,320,57949,JED,0
"",ASM,320,57955,NBO,0
"",ASM,733,57952,KRT,0
"",ASM,733,57954,MSW,0
"",ASO,DH8,23630,ADD,0
"",ASO,DH8,23806,GMB,0
"",ASP,320,54072,MEL,0
"",ASP,320,54088,SYD,0
"",ASP,73H,46737,ADL,0
"",ASP,73H,46982,MEL,0
"",ASP,73H,47106,SYD,0
"",ASR,320 738,45513,SAW,0
"",ASR,321 738 320 739 319 73W,52463,IST,0
"",ASR,738,45373,ADB,0
"",ASR,738,45396,AMS,0
"",ASR,738,45445,DUS,0
"",ASR,738,65458,ADB,0
"",ASR,738,65484,AMS,0
"",ASU,320,34239,EZE,0
"",ASU,320,34286,GRU,0
"",ASU,320,46535,AGT,0
"",ASU,320,46542,EZE,0
"",ASU,320,46547,GRU,0
"",ASU,320,46551,SCL,0
"",ASU,320,46552,VVI,0
"",ASU,737,11367,AEP,0
"",ASU,737,11435,EZE,0
"",ASU,738 73G,17656,PTY,0
"",ASU,738 73G,28687,GRU,0
"",ASU,757,6003,MIA,0
"",ASU,757,59677,MIA,0
"",ASU,AT7,2025,MVD,0
"",ASU,CRJ,66371,VVI,0
"",ASU,E90,12436,LIM,0
"",ASV,CNA,13884,WIL,0
"",ASW,320,65621,JED,0
"",ASW,738 E70,41174,CAI,0
"",ASW,DH4,39910,CAI,0
"",ASW,E70,41134,ABS,0
"",ATA,DH8,62581,LIM,0
"",ATC,ATP,45984,NAS,0
"",ATC,SF3,46654,NAS,0
"",ATC,SF3,46659,TBI,0
"",ATD,BNI,33044,HIR,0
"",ATH,143,4232,JSH,0
"",ATH,319,1272,CGN,0
"",ATH,319,1589,STR,0
"",ATH,319,9737,MRS,0
"",ATH,319,44847,SPU,0
"",ATH,319,50219,BRU,0
"",ATH,319,54751,FCO,0
"",ATH,319,54798,GVA,0
"",ATH,319,54844,HAM,0
"",ATH,319,55423,SXF,0
"",ATH,319 320,35333,BEG,0
"",ATH,319 320,54708,EDI,0
"",ATH,319 320,54920,LGW,0
"",ATH,319 320,55183,MXP,0
"",ATH,319 32A 320 321,9267,CDG,0
"",ATH,320,4316,BUD,0
"",ATH,320,4333,DUS,0
"",ATH,320,4338,FCO,0
"",ATH,320,4342,GVA,0
"",ATH,320,4361,IEV,0
"",ATH,320,4363,IST,0
"",ATH,320,4389,LCA,0
"",ATH,320,4391,LED,0
"",ATH,320,4400,LYS,0
"",ATH,320,4401,MAD,0
"",ATH,320,4402,MAN,0
"",ATH,320,4406,MRS,0
"",ATH,320,4408,MUC,0
"",ATH,320,4412,MXP,0
"",ATH,320,4413,NTE,0
"",ATH,320,4419,PRG,0
"",ATH,320,4450,TBS,0
"",ATH,320,4452,TLV,0
"",ATH,320,4454,TXL,0
"",ATH,320,4456,VIE,0
"",ATH,320,4458,WAW,0
"",ATH,320,9987,TLS,0
"",ATH,320,11354,VCE,0
"",ATH,320,13444,LCA,0
"",ATH,320,18036,LCA,0
"",ATH,320,22891,DUB,0
"",ATH,320,37020,MLA,0
"",ATH,320,37065,SOF,0
"",ATH,320,40048,BEY,0
"",ATH,320,44250,IST,0
"",ATH,320,48495,DME,0
"",ATH,320,55137,MAN,0
"",ATH,320,55289,ORY,0
"",ATH,320,55695,SKG,0
"",ATH,320,62105,BCN,0
"",ATH,320 319,39610,GVA,0
"",ATH,320 321,4311,BCN,0
"",ATH,320 321,4327,DME,0
"",ATH,320 321 DH4,4430,SKG,0
"",ATH,320 DH4,4324,CHQ,0
"",ATH,320 DH4,4369,JMK,0
"",ATH,320 DH4,4377,KGS,0
"",ATH,320 DH4,4403,MJT,0
"",ATH,320 DH4,4416,OTP,0
"",ATH,320 DH4,4421,RHO,0
"",ATH,320 DH4,44285,OTP,0
"",ATH,320 DH4 321,4310,AXD,0
"",ATH,321,4339,FRA,0
"",ATH,321,38220,FRA,0
"",ATH,321,38557,MUC,0
"",ATH,321,39739,ZRH,0
"",ATH,321,49851,CPH,0
"",ATH,321 320,4309,AUH,0
"",ATH,321 320,4314,BRU,0
"",ATH,321 320,4318,CDG,0
"",ATH,321 320,4395,LHR,0
"",ATH,321 320,24045,AUH,0
"",ATH,321 320,51046,SVO,0
"",ATH,321 320 DH4 319,4374,JTR,0
"",ATH,321 738 320,52464,IST,0
"",ATH,321 DH4 320,4346,HER,0
"",ATH,32S 321 319,13269,FCO,0
"",ATH,330,16609,MUC,0
"",ATH,330,53993,YUL,0
"",ATH,330,54033,YYZ,0
"",ATH,332,6403,PHL,0
"",ATH,332,60022,PHL,0
"",ATH,333 321 332,47346,DOH,0
"",ATH,333 332,17855,DOH,0
"",ATH,733,48085,OTP,0
"",ATH,735,47278,EVN,0
"",ATH,737,36180,AMS,0
"",ATH,738,4317,CAI,0
"",ATH,738,26016,BGY,0
"",ATH,738,26397,CHQ,0
"",ATH,738,27529,PFO,0
"",ATH,738,27733,RHO,0
"",ATH,738,27827,SKG,0
"",ATH,738,27867,STN,0
"",ATH,738,39862,TLV,0
"",ATH,738,41175,CAI,0
"",ATH,738,45374,ADB,0
"",ATH,738 320,45514,SAW,0
"",ATH,73C,15773,RIX,0
"",ATH,73H,22250,ARN,0
"",ATH,73H,22371,CPH,0
"",ATH,73H,22461,HEL,0
"",ATH,73H,22589,OSL,0
"",ATH,73H,49730,ARN,0
"",ATH,73H,53249,LYS,0
"",ATH,73H,53330,NTE,0
"",ATH,73H,53348,ORY,0
"",ATH,73H 73W,31703,AMS,0
"",ATH,73H 73W,31782,EIN,0
"",ATH,73N 734,46289,KBP,0
"",ATH,73W 73G,50061,OSL,0
"",ATH,767 320,14668,LHR,0
"",ATH,77W,23130,DXB,0
"",ATH,DH4,4239,AOK,0
"",ATH,DH4,4312,BEG,0
"",ATH,DH4,4337,EFL,0
"",ATH,DH4,4362,IOA,0
"",ATH,DH4,4364,JIK,0
"",ATH,DH4,4372,JSI,0
"",ATH,DH4,4381,KIT,0
"",ATH,DH4,4387,KVA,0
"",ATH,DH4,4399,LXS,0
"",ATH,DH4,4446,SKU,0
"",ATH,DH4,4447,SMI,0
"",ATH,DH4,4448,SOF,0
"",ATH,DH4,4451,TIA,0
"",ATH,DH4,4460,ZTH,0
"",ATH,DH4,41268,HER,0
"",ATH,DH4,41318,RHO,0
"",ATH,DH4,44192,AOK,0
"",ATH,DH4,44240,BEG,0
"",ATH,DH4,44251,JIK,0
"",ATH,DH4,44259,JSI,0
"",ATH,DH4,44267,KIT,0
"",ATH,DH4,44299,SOF,0
"",ATH,DH4,44300,TIA,0
"",ATH,DH4,44301,ZTH,0
"",ATH,DH4 319,4365,JKH,0
"",ATH,DH4 319,44802,DBV,0
"",ATH,DH4 320,4322,CFU,0
"",ATH,DH8,4366,JKL,0
"",ATH,DH8,4370,JNX,0
"",ATH,DH8,4373,JSY,0
"",ATH,DH8,4375,JTY,0
"",ATH,DH8,4396,LRS,0
"",ATH,DH8,4405,MLO,0
"",ATH,DH8,4417,PAS,0
"",ATH,DH8,44253,JKL,0
"",ATH,DH8,44257,JNX,0
"",ATH,DH8,44260,JSY,0
"",ATH,DH8,44262,JTY,0
"",ATH,DH8,44273,LRS,0
"",ATH,DH8,44282,MLO,0
"",ATH,DH8,44286,PAS,0
"",ATH,E70,4345,HBE,0
"",ATH,E70,41257,HBE,0
"",ATH,E75 E95,47920,AMM,0
"",ATH,E90,3879,KIV,0
"",ATH,E90,24561,SOF,0
"",ATH,E95 E75 734,39134,WAW,0
"",ATH,J41,30112,HER,0
"",ATH,J41,30123,KSO,0
"",ATL,"",3594,MSP,0
"",ATL,"",14521,FRA,0
"",ATL,"",20524,DAL,0
"",ATL,"",21979,YYZ,0
"",ATL, 777,36181,AMS,0
"",ATL,319,20291,BDA,0
"",ATL,319,20366,BTR,0
"",ATL,319,20463,CRW,0
"",ATL,319,20886,ILM,0
"",ATL,319,21007,KIN,0
"",ATL,319,21669,ROA,0
"",ATL,319,21922,TRI,0
"",ATL,319,24353,DEN,0
"",ATL,319,24521,TTN,0
"",ATL,319 320,21291,MGA,0
"",ATL,319 320,21687,SAL,0
"",ATL,319 320,21695,SAP,0
"",ATL,319 320 717,21249,MDW,0
"",ATL,319 M88,20384,BZE,0
"",ATL,319 M88,20522,CZM,0
"",ATL,320,20772,GDL,0
"",ATL,320,21293,MHT,0
"",ATL,320,21557,PAP,0
"",ATL,320,43366,DFW,0
"",ATL,320 319,43402,FLL,0
"",ATL,320 321 319,58752,CLT,0
"",ATL,320 717 M88 319,20796,GRR,0
"",ATL,320 757 739 M88 M90,21344,MSP,0
"",ATL,320 M88 319,20851,IAD,0
"",ATL,321 320,60137,PHX,0
"",ATL,333,20740,FCO,0
"",ATL,333,20832,HNL,0
"",ATL,333 76W,20026,AMS,0
"",ATL,343,38221,FRA,0
"",ATL,717,20010,ABE,0
"",ATL,717,20790,GNV,0
"",ATL,717,21933,TYS,0
"",ATL,717,21944,XNA,0
"",ATL,717,24915,BDL,0
"",ATL,717,24933,BOS,0
"",ATL,717,24988,CAK,0
"",ATL,717,25001,CMH,0
"",ATL,717,25029,DAY,0
"",ATL,717,25032,DCA,0
"",ATL,717,25079,FLL,0
"",ATL,717,25095,HOU,0
"",ATL,717,25128,IND,0
"",ATL,717,25142,JAX,0
"",ATL,717,25179,LGA,0
"",ATL,717,25190,MCI,0
"",ATL,717,25333,MSP,0
"",ATL,717,25342,MSY,0
"",ATL,717,25368,OKC,0
"",ATL,717,25381,ORF,0
"",ATL,717,25390,PHL,0
"",ATL,717,25425,RDU,0
"",ATL,717,25432,RIC,0
"",ATL,717,25437,RSW,0
"",ATL,717,25466,SDF,0
"",ATL,717,25517,STL,0
"",ATL,717,25541,TPA,0
"",ATL,717  M88,20434,CLE,0
"",ATL,717 319,20722,EWR,0
"",ATL,717 319,21325,MOB,0
"",ATL,717 319 M88,21942,VPS,0
"",ATL,717 73G,25068,DTW,0
"",ATL,717 73G,25209,MCO,0
"",ATL,717 73G,25314,MKE,0
"",ATL,717 73G,25410,PIT,0
"",ATL,717 M88,20711,ECP,0
"",ATL,717 M88,20910,JAN,0
"",ATL,717 M88 319,21534,ORD,0
"",ATL,733,64360,RSW,0
"",ATL,733 73C 73W,63832,HOU,0
"",ATL,733 73W,63788,FLL,0
"",ATL,733 73W,64014,MCI,0
"",ATL,733 73W,64408,SDF,0
"",ATL,738,6004,MIA,0
"",ATL,738,20460,COS,0
"",ATL,738,21615,PTY,0
"",ATL,738,21686,RTB,0
"",ATL,738,21768,SJC,0
"",ATL,738,57629,SFO,0
"",ATL,738 73H 757,21938,UVF,0
"",ATL,738 757,20270,AUA,0
"",ATL,738 757,21180,LIR,0
"",ATL,738 757 73H,21774,SJO,0
"",ATL,738 M88 320  319,20479,CVG,0
"",ATL,738 M88 M90 73H,20530,DCA,0
"",ATL,739 738 73H,21564,PDX,0
"",ATL,739 757 738 753,21017,LAS,0
"",ATL,739 76W 757 763,21728,SEA,0
"",ATL,73C,63904,JAX,0
"",ATL,73C 73W,64392,SAT,0
"",ATL,73C 73W,64516,TPA,0
"",ATL,73G,24902,AUA,0
"",ATL,73G,24905,AUS,0
"",ATL,73G,24945,BWI,0
"",ATL,73G,25007,CUN,0
"",ATL,73G,25037,DEN,0
"",ATL,73G,25144,LAS,0
"",ATL,73G,25167,LAX,0
"",ATL,73G,25186,MBJ,0
"",ATL,73G,25359,NAS,0
"",ATL,73G,25415,PUJ,0
"",ATL,73G,25452,SAT,0
"",ATL,73G,25480,SFO,0
"",ATL,73G 717,25243,MDW,0
"",ATL,73H,21720,SDQ,0
"",ATL,73H 73W 738,21275,MEX,0
"",ATL,73H 763 739,21688,SAN,0
"",ATL,73H M88 738,21616,PUJ,0
"",ATL,73J,11814,PDX,0
"",ATL,73J 73H,11912,SEA,0
"",ATL,73W,20328,BOG,0
"",ATL,73W,20729,EYW,0
"",ATL,73W,20737,FAY,0
"",ATL,73W,21906,TGU,0
"",ATL,73W,21937,UIO,0
"",ATL,73W,63485,AUS,0
"",ATL,73W,63561,BOS,0
"",ATL,73W,63693,DCA,0
"",ATL,73W,63702,DEN,0
"",ATL,73W,63915,LAS,0
"",ATL,73W,63970,LAX,0
"",ATL,73W,63995,LGA,0
"",ATL,73W,64038,MCO,0
"",ATL,73W,64080,MDW,0
"",ATL,73W,64176,MSY,0
"",ATL,73W,64266,PHX,0
"",ATL,73W,64373,SAN,0
"",ATL,73W,64428,SFO,0
"",ATL,73W,64449,SJU,0
"",ATL,73W,64482,STL,0
"",ATL,73W 320,21329,MSN,0
"",ATL,73W 733,64240,PBI,0
"",ATL,73W 733 73C,63587,BWI,0
"",ATL,73W 738,21772,SJD,0
"",ATL,73W 73C,63638,CAK,0
"",ATL,73W M88,21605,PLS,0
"",ATL,73W M88 757 320,20294,BDL,0
"",ATL,744,21498,NRT,0
"",ATL,74Y,9714,MEX,0
"",ATL,752,20364,BSB,0
"",ATL,752 757 319 738 M88,20920,JFK,0
"",ATL,752 M90 M88 320 738 739,21635,RDU,0
"",ATL,757,20333,BON,0
"",ATL,757,20395,CCS,0
"",ATL,757,20815,GUA,0
"",ATL,757,21629,PVR,0
"",ATL,757,21868,SMF,0
"",ATL,757,21874,SNA,0
"",ATL,757,21891,STT,0
"",ATL,757,21898,SXM,0
"",ATL,757 320,20012,ABQ,0
"",ATL,757 320 M88,20468,CUN,0
"",ATL,757 739,21583,PHX,0
"",ATL,757 739 M90 738,20911,JAX,0
"",ATL,757 739 M90 738,21909,TPA,0
"",ATL,757 73H 753,21777,SJU,0
"",ATL,757 763 738,21782,SLC,0
"",ATL,757 76W  739 M88 753 763,21211,MCO,0
"",ATL,757 M88,21195,MBJ,0
"",ATL,757 M90,21880,SRQ,0
"",ATL,757 M90 320,21696,SAT,0
"",ATL,757 M90 738,20542,DEN,0
"",ATL,757 M90 739,20747,FLL,0
"",ATL,757 M90 M88,21202,MCI,0
"",ATL,763 739 757,21748,SFO,0
"",ATL,763 757 73H 76W,21038,LAX,0
